,name,updated_fullname,taxonomy_source,rank_matched,matched,score,ott_id,ncbi_id,name_source,matched_id_in_source,updated_genus,updated_genus_ott_id,ott_accepted_name,ott_version,higher_source,domain,kingdom,phylum,subphylum,class,subclass,infraclass,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,seqname,cohort,section
146,Chrysomya,Chrysomya,OTT,genus,Chrysomya,100,706870,45449,OTT,706870,Chrysomya,706870,Chrysomya,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Chrysomyinae,Chrysomyini,,Chrysomya_45449,Holometabola,Schizophora
147,Egle,Egle,OTT,genus,Egle,100,675509,411076,OTT,675509,Egle,675509,Egle,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,,,Egle_411076,Holometabola,Schizophora
148,Mydas,Mydas,OTT,genus,Mydas,100,356516,186100,OTT,356516,Mydas,356516,Mydas,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Asiloidea,Mydidae,Mydinae,,,Mydas_186100,Holometabola,
149,Thaumatomyia,Thaumatomyia,OTT,genus,Thaumatomyia,100,970919,333800,OTT,970919,Thaumatomyia,970919,Thaumatomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Chloropinae,,,Thaumatomyia_333800,Holometabola,Schizophora
150,Chironomus,Chironomus,OTT,genus,Chironomus,100,269685,7150,OTT,269685,Chironomus,269685,Chironomus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Chironominae,Chironomini,,Chironomus_7150,Holometabola,
151,Blepharomyia,Blepharomyia,OTT,genus,Blepharomyia,100,1089723,179434,OTT,1089723,Blepharomyia,1089723,Blepharomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Dexiinae,Voriini,,Blepharomyia_179434,Holometabola,Schizophora
152,Bradysia,Bradysia,OTT,genus,Bradysia,100,42519,35571,OTT,42519,Bradysia,42519,Bradysia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,,,,Bradysia_35571,Holometabola,
153,Fergusonina,Fergusonina,OTT,genus,Fergusonina,100,201385,156411,OTT,201385,Fergusonina,201385,Fergusonina,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Fergusoninidae,,,,Fergusonina_156411,Holometabola,Schizophora
154,Exorista,Exorista,OTT,genus,Exorista,100,637588,113238,OTT,637588,Exorista,637588,Exorista,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Exoristinae,Exoristini,,Exorista_113238,Holometabola,Schizophora
155,Culiseta,Culiseta,OTT,genus,Culiseta,100,844248,174825,OTT,844248,Culiseta,844248,Culiseta,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Culicoidea,Culicidae,Culicinae,Culisetini,,Culiseta_174825,Holometabola,
156,Paucispinigera,Paucispinigera,OTT,genus,Paucispinigera,100,190547,903463,OTT,190547,Paucispinigera,190547,Paucispinigera,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Chironominae,Chironomini,,Paucispinigera_903463,Holometabola,
157,Milichiella,Milichiella,OTT,genus,Milichiella,100,4411036,1890919,OTT,4411036,Milichiella,4411036,Milichiella,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Carnoidea,Milichiidae,,,,Milichiella_1890919,Holometabola,Schizophora
158,Leucophenga,Leucophenga,OTT,genus,Leucophenga,100,586407,7329,OTT,586407,Leucophenga,586407,Leucophenga,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Steganinae,Steganini,Leucophengina,Leucophenga_7329,Holometabola,Schizophora
159,Bactrocera,Bactrocera,OTT,genus,Bactrocera,100,150620,27456,OTT,150620,Bactrocera,150620,Bactrocera,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Tephritidae,Dacinae,Dacini,,Bactrocera_27456,Holometabola,Schizophora
160,Callomyia,Callomyia,OTT,genus,Callomyia,100,487006,712098,OTT,487006,Callomyia,487006,Callomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Platypezoidea,Platypezidae,Callomyiinae,,,Callomyia_712098,Holometabola,Aschiza
161,Chlorops,Chlorops,OTT,genus,Chlorops,100,808440,540892,OTT,808440,Chlorops,808440,Chlorops,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Chloropinae,,,Chlorops_540892,Holometabola,Schizophora
162,Dermatobia,Dermatobia,OTT,genus,Dermatobia,100,358237,115426,OTT,358237,Dermatobia,358237,Dermatobia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Oestridae,Cuterebrinae,,,Dermatobia_115426,Holometabola,Schizophora
163,Ligyra,Ligyra,OTT,genus,Ligyra,100,387604,117088,OTT,387604,Ligyra,387604,Ligyra,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Anthracinae,Exoprosopini,,Ligyra_117088,Holometabola,
164,Atylotus,Atylotus,OTT,genus,Atylotus,100,4452651,1310336,OTT,4452651,Atylotus,4452651,Atylotus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Tabanomorpha,Tabanoidea,Tabanidae,Tabaninae,Tabanini,,Atylotus_1310336,Holometabola,
165,Aphanotrigonum,Aphanotrigonum,OTT,genus,Aphanotrigonum,100,4414645,540849,OTT,4414645,Aphanotrigonum,4414645,Aphanotrigonum,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,,,Aphanotrigonum_540849,Holometabola,Schizophora
166,Coelopa,Coelopa,OTT,genus,Coelopa,100,181156,169466,OTT,181156,Coelopa,181156,Coelopa,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Coelopidae,Coelopinae,Coelopini,,Coelopa_169466,Holometabola,Schizophora
167,Pegohylemyia,Pegohylemyia,OTT,genus,Pegohylemyia,100,6264222,1887308,OTT,6264222,Pegohylemyia,6264222,Pegohylemyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,,,Pegohylemyia_1887308,Holometabola,Schizophora
168,Anastrepha,Anastrepha,OTT,genus,Anastrepha,100,227754,28585,OTT,227754,Anastrepha,227754,Anastrepha,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Tephritidae,Trypetinae,Toxotrypanini,,Anastrepha_28585,Holometabola,Schizophora
169,Pnyxia,Pnyxia,OTT,genus,Pnyxia,100,4491915,1781626,OTT,4491915,Pnyxia,4491915,Pnyxia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,,,,Pnyxia_1781626,Holometabola,
170,Pipiza,Pipiza,OTT,genus,Pipiza,100,440729,221788,OTT,440729,Pipiza,440729,Pipiza,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Pipizini,,Pipiza_221788,Holometabola,Aschiza
171,Lydella,Lydella,OTT,genus,Lydella,100,426221,283929,OTT,426221,Lydella,426221,Lydella,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Exoristinae,Eryciini,,Lydella_283929,Holometabola,Schizophora
172,Pachygaster,Pachygaster,OTT,genus,Pachygaster,100,588075,124321,OTT,588075,Pachygaster,588075,Pachygaster,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Pachygasterinae,,,Pachygaster_124321,Holometabola,
173,Hirmoneura,Hirmoneura,OTT,genus,Hirmoneura,100,69448,388531,OTT,69448,Hirmoneura,69448,Hirmoneura,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Nemestrinoidea,Nemestrinidae,Hirmoneurinae,,,Hirmoneura_388531,Holometabola,
174,Therobia,Therobia,OTT,genus,Therobia,100,4382000,1918313,OTT,4382000,Therobia,4382000,Therobia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Myiotrixini,,Therobia_1918313,Holometabola,Schizophora
175,Sycorax,Sycorax,OTT,genus,Sycorax,100,752761,114592,OTT,752761,Sycorax,752761,Sycorax,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Psychodomorpha,Psychodoidea,Psychodidae,Sycoracinae,,,Sycorax_114592,Holometabola,
176,Epicypta,Epicypta,OTT,genus,Epicypta,100,1033943,397117,OTT,1033943,Epicypta,1033943,Epicypta,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Mycetophilinae,Mycetophilini,,Epicypta_397117,Holometabola,
177,Neolimnia,Neolimnia,OTT,genus,Neolimnia,100,1053076,1262312,OTT,1053076,Neolimnia,1053076,Neolimnia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Sciomyzidae,,,,Neolimnia_1262312,Holometabola,Schizophora
178,Anthomyia,Anthomyia,OTT,genus,Anthomyia,100,388244,259845,OTT,388244,Anthomyia,388244,Anthomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,,,Anthomyia_259845,Holometabola,Schizophora
179,Pamponerus,Pamponerus,OTT,genus,Pamponerus,100,4442374,1717601,OTT,4442374,Pamponerus,4442374,Pamponerus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Asiloidea,Asilidae,Asilinae,,,Pamponerus_1717601,Holometabola,
180,Elephantomyia,Elephantomyia,OTT,genus,Elephantomyia,100,802101,700838,OTT,802101,Elephantomyia,802101,Elephantomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Limoniidae,Limoniinae,,,Elephantomyia_700838,Holometabola,
181,Epichlorops,Epichlorops,OTT,genus,Epichlorops,100,4415528,540897,OTT,4415528,Epichlorops,4415528,Epichlorops,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Chloropinae,,,Epichlorops_540897,Holometabola,Schizophora
182,Paranthomyza,Paranthomyza,OTT,genus,Paranthomyza,100,932482,500298,OTT,932482,Paranthomyza,932482,Paranthomyza,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Anthomyzidae,,,,Paranthomyza_500298,Holometabola,Schizophora
183,Cordylobia,Cordylobia,OTT,genus,Cordylobia,100,335146,226131,OTT,335146,Cordylobia,335146,Cordylobia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Auchmeromyiinae,,,Cordylobia_226131,Holometabola,Schizophora
184,Sciomyza,Sciomyza,OTT,genus,Sciomyza,100,111366,320936,OTT,111366,Sciomyza,111366,Sciomyza,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Sciomyzidae,,,,Sciomyza_320936,Holometabola,Schizophora
185,Stenomicra,Stenomicra,OTT,genus,Stenomicra,100,940833,716630,OTT,940833,Stenomicra,940833,Stenomicra,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Aulacigastridae,,,,Stenomicra_716630,Holometabola,Schizophora
186,Olfersia,Olfersia,OTT,genus,Olfersia,100,4391305,1333310,OTT,4391305,Olfersia,4391305,Olfersia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Hippoboscoidea,Hippoboscidae,Ornithomyinae,,,Olfersia_1333310,Holometabola,Schizophora
187,Lamprolonchaea,Lamprolonchaea,OTT,genus,Lamprolonchaea,100,24839,907706,OTT,24839,Lamprolonchaea,24839,Lamprolonchaea,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Lonchaeidae,,,,Lamprolonchaea_907706,Holometabola,Schizophora
188,Curtonotum,Curtonotum,OTT,genus,Curtonotum,100,507315,1262296,OTT,507315,Curtonotum,507315,Curtonotum,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Ephydroidea,Curtonotidae,,,,Curtonotum_1262296,Holometabola,Schizophora
189,Exetasis,Exetasis,OTT,genus,Exetasis,100,4331144,1932988,OTT,4331144,Exetasis,4331144,Exetasis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Nemestrinoidea,Acroceridae,,,,Exetasis_1932988,Holometabola,
190,Tvetenia,Tvetenia,OTT,genus,Tvetenia,100,91596,611398,OTT,91596,Tvetenia,91596,Tvetenia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,,,Tvetenia_611398,Holometabola,
191,Forcipomyia,Forcipomyia,OTT,genus,Forcipomyia,100,705678,209700,OTT,705678,Forcipomyia,705678,Forcipomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Ceratopogonidae,Forcipomyiinae,,,Forcipomyia_209700,Holometabola,
192,Stiphrosoma,Stiphrosoma,OTT,genus,Stiphrosoma,100,932481,500293,OTT,932481,Stiphrosoma,932481,Stiphrosoma,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Anthomyzidae,,,,Stiphrosoma_500293,Holometabola,Schizophora
193,Melanagromyza,Melanagromyza,OTT,genus,Melanagromyza,100,230912,286470,OTT,230912,Melanagromyza,230912,Melanagromyza,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Agromyzinae,,,Melanagromyza_286470,Holometabola,Schizophora
194,Systoechus,Systoechus,OTT,genus,Systoechus,100,4435056,1690390,OTT,4435056,Systoechus,4435056,Systoechus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Bombyliinae,,,Systoechus_1690390,Holometabola,
195,Scathophaga,Scathophaga,OTT,genus,Scathophaga,100,557403,95462,OTT,557403,Scathophaga,557403,Scathophaga,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Scathophagidae,Scathophaginae,,,Scathophaga_95462,Holometabola,Schizophora
196,Nemoraea,Nemoraea,OTT,genus,Nemoraea,100,644,170911,OTT,644,Nemoraea,644,Nemoraea,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Nemoraeini,,Nemoraea_170911,Holometabola,Schizophora
197,Archytas,Archytas,OTT,genus,Archytas,100,621269,198637,OTT,621269,Archytas,621269,Archytas,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Tachinini,,Archytas_198637,Holometabola,Schizophora
198,Dixa,Dixa,OTT,genus,Dixa,100,951307,79309,OTT,951307,Dixa,951307,Dixa,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Culicoidea,Dixidae,,,,Dixa_79309,Holometabola,
199,Chelifera,Chelifera,OTT,genus,Chelifera,100,97123,369889,OTT,97123,Chelifera,97123,Chelifera,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Empidoidea,Empididae,Hemerodromiinae,,,Chelifera_369889,Holometabola,
200,Anthrax,Anthrax,OTT,genus,Anthrax,100,284713,117078,OTT,284713,Anthrax,284713,Anthrax,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Anthracinae,Anthracini,,Anthrax_117078,Holometabola,
201,Micropeza,Micropeza,OTT,genus,Micropeza,100,4410232,1572561,OTT,4410232,Micropeza,4410232,Micropeza,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Nerioidea,Micropezidae,Micropezinae,,,Micropeza_1572561,Holometabola,Schizophora
202,Desmometopa,Desmometopa,OTT,genus,Desmometopa,100,1074090,305587,OTT,1074090,Desmometopa,1074090,Desmometopa,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Carnoidea,Milichiidae,,,,Desmometopa_305587,Holometabola,Schizophora
203,Hermetia,Hermetia,OTT,genus,Hermetia,100,419091,343581,OTT,419091,Hermetia,419091,Hermetia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Hermetiinae,,,Hermetia_343581,Holometabola,
204,Neaera,Neaera,OTT,genus,Neaera,100,315309,695903,OTT,315309,Neaera,315309,Neaera,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Neaerini,,Neaera_695903,Holometabola,Schizophora
205,Pseudoperichaeta,Pseudoperichaeta,OTT,genus,Pseudoperichaeta,100,951856,283931,OTT,951856,Pseudoperichaeta,951856,Pseudoperichaeta,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Exoristinae,Eryciini,,Pseudoperichaeta_283931,Holometabola,Schizophora
206,Clusia,Clusia,OTT,genus,Clusia,100,923500,574057,OTT,923500,Clusia,923500,Clusia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Clusiidae,,,,Clusia_574057,Holometabola,Schizophora
207,Lauterborniella,Lauterborniella,OTT,genus,Lauterborniella,100,526748,288850,OTT,526748,Lauterborniella,526748,Lauterborniella,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Chironominae,Chironomini,,Lauterborniella_288850,Holometabola,
208,Pedicia,Pedicia,OTT,genus,Pedicia,100,477633,472374,OTT,477633,Pedicia,477633,Pedicia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Pediciidae,Pediciinae,,,Pedicia_472374,Holometabola,
209,Myospila,Myospila,OTT,genus,Myospila,100,28906,520040,OTT,28906,Myospila,28906,Myospila,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Mydaeinae,,,Myospila_520040,Holometabola,Schizophora
210,Phaonia,Phaonia,OTT,genus,Phaonia,100,268220,253431,OTT,268220,Phaonia,268220,Phaonia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Phaoniinae,,,Phaonia_253431,Holometabola,Schizophora
211,Hedria,Hedria,OTT,genus,Hedria,100,20076,320941,OTT,20076,Hedria,20076,Hedria,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Sciomyzidae,,,,Hedria_320941,Holometabola,Schizophora
212,Eumesembrinella,Eumesembrinella,OTT,genus,Eumesembrinella,100,288971,672472,OTT,288971,Eumesembrinella,288971,Eumesembrinella,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Mesembrinellinae,,,Eumesembrinella_672472,Holometabola,Schizophora
213,Lutzomyia,Lutzomyia,OTT,genus,Lutzomyia,100,369394,7199,OTT,369394,Lutzomyia,369394,Lutzomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Psychodomorpha,Psychodoidea,Psychodidae,Phlebotominae,,,Lutzomyia_7199,Holometabola,
214,Dexia,Dexia,OTT,genus,Dexia,100,1007244,569033,OTT,1007244,Dexia,1007244,Dexia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Dexiinae,Dexiini,,Dexia_569033,Holometabola,Schizophora
215,Graphomya,Graphomya,OTT,genus,Graphomya,100,523569,1072499,OTT,523569,Graphomya,523569,Graphomya,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Mydaeinae,,,Graphomya_1072499,Holometabola,Schizophora
216,Fucellia,Fucellia,OTT,genus,Fucellia,100,106489,205683,OTT,106489,Fucellia,106489,Fucellia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,,,Fucellia_205683,Holometabola,Schizophora
217,Aprionus,Aprionus,OTT,genus,Aprionus,100,4488506,1819779,OTT,4488506,Aprionus,4488506,Aprionus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,Micromyinae,,,Aprionus_1819779,Holometabola,
218,Laneella,Laneella,OTT,genus,Laneella,100,4389951,1658054,OTT,4389951,Laneella,4389951,Laneella,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Mesembrinellinae,,,Laneella_1658054,Holometabola,Schizophora
219,Aulogastromyia,Aulogastromyia,OTT,genus,Aulogastromyia,100,4418546,1824990,OTT,4418546,Aulogastromyia,4418546,Aulogastromyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Lauxanioidea,Lauxaniidae,,,,Aulogastromyia_1824990,Holometabola,Schizophora
220,Eginia,Eginia,OTT,genus,Eginia,100,4368902,1511678,OTT,4368902,Eginia,4368902,Eginia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Phaoniinae,,,Eginia_1511678,Holometabola,Schizophora
