,name,updated_fullname,taxonomy_source,rank_matched,matched,score,ott_id,ncbi_id,name_source,matched_id_in_source,updated_genus,updated_genus_ott_id,updated_genus_ncbi_id,updated_species,updated_species_ott_id,updated_species_ncbi_id,ott_accepted_name,ott_version,higher_source,domain,kingdom,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,Unnamed: 0,tip_name,superfamily,family,subfamily,tribe,genus,species,additional_identifiers,section,cohort,species group,subgenus,species subgroup,genus
1518,Eusurbus,Eusurbus,OTT,genus,Eusurbus,100,4434259,,OTT,4434259,Eusurbus,4434259.0,,,,,Eusurbus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,,,,1544,Eusurbus_sp_Bombyliidae,,Bombyliidae,,,Eusurbus,,,,Holometabola,,,,
1519,Marmasoma sumptuosum,Marmasoma sumptuosum,OTT,species,Marmasoma sumptuosum,100,4433132,1614657,OTT,4433132,Marmasoma,4433131.0,1614656,sumptuosum,4433132.0,1614657,Marmasoma sumptuosum,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Ecliminae,,,1545,Marmasoma_sumptuosum_Bombyliidae,,Bombyliidae,,,Marmasoma,sumptuosum,,,Holometabola,,,,
1520,Toxophora compta,Toxophora compta,OTT,species,Toxophora compta,100,4487383,,OTT,4487383,Toxophora,4487363.0,,compta,4487383.0,,Toxophora compta,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,,,,1546,Toxophora_compta_Bombyliidae,,Bombyliidae,,,Toxophora,compta,,,Holometabola,,,,
1521,Toxophora,Toxophora,OTT,genus,Toxophora,100,4487363,,OTT,4487363,Toxophora,4487363.0,,,,,Toxophora,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,,,,1547,Toxophora_sp_Bombyliidae,,Bombyliidae,,,Toxophora,,,,Holometabola,,,,
1522,Geron,Geron,OTT,no rank,Geron,100,4434772,,OTT,4434772,,,,,,,Geron,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,,,,1548,Geron_sp_Bombyliidae,,Bombyliidae,,,Geron,,,,Holometabola,,,,
1523,Zaclava,Zaclava,OTT,genus,Zaclava,100,4434092,,OTT,4434092,Zaclava,4434092.0,,,,,Zaclava,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,,,,1549,Zaclava_sp_Bombyliidae,,Bombyliidae,,,Zaclava,,,,Holometabola,,,,
1524,Systropus,Systropus,OTT,genus,Systropus,100,4435312,1134298,OTT,4435312,Systropus,4435312.0,,,,,Systropus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Toxophorinae,,,1550,Systropus_sp_Bombyliidae,,Bombyliidae,,,Systropus,,,,Holometabola,,,,
1525,Systropus flavoornatus,Systropus flavoornatus,OTT,species,Systropus flavoornatus,100,4435383,,OTT,4435383,Systropus,4435312.0,1134298,flavoornatus,4435383.0,,Systropus flavoornatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Toxophorinae,,,1551,Systropus_flavoornatus_Bombyliidae,,Bombyliidae,,,Systropus,flavoornatus,,,Holometabola,,,,
1526,Dolichomyia,Dolichomyia,OTT,genus,Dolichomyia,100,4432523,,OTT,4432523,Dolichomyia,4432523.0,,,,,Dolichomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,,,,1552,Dolichomyia_sp_Bombyliidae,,Bombyliidae,,,Dolichomyia,,,,Holometabola,,,,
1527,Corsomyza,Corsomyza,OTT,genus,Corsomyza,100,4430954,1319811,OTT,4430954,Corsomyza,4430954.0,,,,,Corsomyza,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Mariobezziinae,,,1553,Corsomyza_sp_Bombyliidae,,Bombyliidae,,,Corsomyza,,,,Holometabola,,,,
1528,Apolysis,Apolysis,OTT,genus,Apolysis,100,4431989,,OTT,4431989,Apolysis,4431989.0,,,,,Apolysis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,,,,1554,Apolysis_sp_Bombyliidae_1,,Bombyliidae,,,Apolysis,,,,Holometabola,,,,
1529,Tomomyza,Tomomyza,OTT,genus,Tomomyza,100,1084210,797055,OTT,1084210,Tomomyza,1084210.0,,,,,Tomomyza,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Tomomyzinae,,,1555,Tomomyza_sp_Bombyliidae,,Bombyliidae,,,Tomomyza,,,,Holometabola,,,,
1530,Paracosmus,Paracosmus,OTT,genus,Paracosmus,100,573969,1262343,OTT,573969,Paracosmus,573969.0,,,,,Paracosmus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Tomomyzinae,,,1556,Paracosmus_sp_Bombyliidae,,Bombyliidae,,,Paracosmus,,,,Holometabola,,,,
1531,Lyophlaeba,Lyophlaeba,OTT,genus,Lyophlaeba,100,4433093,,OTT,4433093,Lyophlaeba,4433093.0,,,,,Lyophlaeba,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,,,,1557,Lyophlaeba_sp_Bombyliidae,,Bombyliidae,,,Lyophlaeba,,,,Holometabola,,,,
1532,Aleucosia,Aleucosia,OTT,genus,Aleucosia,100,4434713,,OTT,4434713,Aleucosia,4434713.0,,,,,Aleucosia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,,,,1558,Aleucosia_sp_Bombyliidae,,Bombyliidae,,,Aleucosia,,,,Holometabola,,,,
1533,Comptosia quadripennis,Comptosia quadripennis,OTT,species,Comptosia quadripennis,100,638865,117097,OTT,638865,Comptosia,638864.0,117096,quadripennis,638865.0,117097,Comptosia quadripennis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Lomatiinae,Lomatiini,,1559,Comptosia_quadripennis_Bombyliidae,,Bombyliidae,,,Comptosia,quadripennis,,,Holometabola,,,,
1534,Comptosia moretoni,Comptosia moretonii,OTT,species,Comptosia moretonii,97,4430845,,OTT,4430845,Comptosia,638864.0,117096,moretonii,4430845.0,,Comptosia moretonii,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Lomatiinae,Lomatiini,,1560,Comptosia_moretoni_Bombyliidae,,Bombyliidae,,,Comptosia,moretoni,,,Holometabola,,,,
1535,Lordotus,Lordotus,OTT,genus,Lordotus,100,254019,192517,OTT,254019,Lordotus,254019.0,,,,,Lordotus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Bombyliinae,,,1561,Lordotus_sp_Bombyliidae,,Bombyliidae,,,Lordotus,,,,Holometabola,,,,
1536,Geminaria,Geminaria,OTT,genus,Geminaria,100,507711,797041,OTT,507711,Geminaria,507711.0,,,,,Geminaria,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Lordotinae,,,1562,Geminaria_sp_1_Bombyliidae,,Bombyliidae,,,Geminaria,,,,Holometabola,,,,
1537,Geminaria,Geminaria,OTT,genus,Geminaria,100,507711,797041,OTT,507711,Geminaria,507711.0,,,,,Geminaria,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Lordotinae,,,1563,Geminaria_sp_2_Bombyliidae,,Bombyliidae,,,Geminaria,,,,Holometabola,,,,
1538,Amphicosmus,Amphicosmus,OTT,genus,Amphicosmus,100,834270,797035,OTT,834270,Amphicosmus,834270.0,,,,,Amphicosmus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Lordotinae,,,1564,Amphicosmus_sp_Bombyliidae,,Bombyliidae,,,Amphicosmus,,,,Holometabola,,,,
1539,Conophorus,Conophorus,OTT,genus,Conophorus,100,4433928,1921106,OTT,4433928,Conophorus,4433928.0,,,,,Conophorus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Bombyliinae,,,1565,Conophorus_sp_Bombyliidae,,Bombyliidae,,,Conophorus,,,,Holometabola,,,,
1540,sparnopolius,Sparnopolius,OTT,genus,Sparnopolius,92,4433823,1890927,OTT,4433823,Sparnopolius,4433823.0,,,,,Sparnopolius,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Bombyliinae,,,1566,sparnopolius_sp_Bombyliidae,,Bombyliidae,,,sparnopolius,,,,Holometabola,,,,
1541,Villa,Villa,OTT,genus,Villa,100,538373,117093,OTT,538373,Villa,538373.0,,,,,Villa,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Anthracinae,Villini,,1567,Villa_sp_3_Bombyliidae,,Bombyliidae,,,Villa,,,,Holometabola,,,,
1542,Anastoechus,Anastoechus,OTT,genus,Anastoechus,100,4432698,,OTT,4432698,Anastoechus,4432698.0,,,,,Anastoechus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,,,,1568,Anastoechus_sp_Bombyliidae,,Bombyliidae,,,Anastoechus,,,,Holometabola,,,,
1543,Heterostylum,Heterostylum,OTT,genus,Heterostylum,100,4435270,,OTT,4435270,Heterostylum,4435270.0,,,,,Heterostylum,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,,,,1569,Heterostylum_sp_Bombyliidae,,Bombyliidae,,,Heterostylum,,,,Holometabola,,,,
1544,Meomyia,Meomyia,OTT,genus,Meomyia,100,4433222,,OTT,4433222,Meomyia,4433222.0,,,,,Meomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,,,,1570,Meomyia_sp_Bombyliidae,,Bombyliidae,,,Meomyia,,,,Holometabola,,,,
1545,Bombylius major,Bombylius major,OTT,species,Bombylius major,100,138463,240869,OTT,138463,Bombylius,376338.0,219362,major,138463.0,240869,Bombylius major,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Bombyliinae,,,1571,Bombylius_major_Bombyliidae,,Bombyliidae,,,Bombylius,major,,,Holometabola,,,,
1546,Neosardus,Neosardus,OTT,genus,Neosardus,100,487058,797140,OTT,487058,Neosardus,487058.0,,,,,Neosardus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Cythereinae,,,1572,Neosardus_sp_Bombyliidae,,Bombyliidae,,,Neosardus,,,,Holometabola,,,,
1547,Neosardus principus,Neosardus principius,OTT,species,Neosardus principius,97,487059,797141,OTT,487059,Neosardus,487058.0,797140,principius,487059.0,797141,Neosardus principius,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Cythereinae,,,1573,Neosardus_principus_Bombyliidae,,Bombyliidae,,,Neosardus,principus,,,Holometabola,,,,
1548,Pteraulax,Pteraulax,OTT,genus,Pteraulax,100,1084215,797051,OTT,1084215,Pteraulax,1084215.0,,,,,Pteraulax,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Anthracinae,Aphoebantini,,1574,Pteraulax_sp_Bombyliidae,,Bombyliidae,,,Pteraulax,,,,Holometabola,,,,
1549,Aphoebantus,Aphoebantus,OTT,genus,Aphoebantus,100,140566,797037,OTT,140566,Aphoebantus,140566.0,,,,,Aphoebantus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Anthracinae,Aphoebantini,,1575,Aphoebantus_sp_2_Bombyliidae,,Bombyliidae,,,Aphoebantus,,,,Holometabola,,,,
1550,Aphoebantus,Aphoebantus,OTT,genus,Aphoebantus,100,140566,797037,OTT,140566,Aphoebantus,140566.0,,,,,Aphoebantus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Anthracinae,Aphoebantini,,1576,Aphoebantus_sp_1_Bombyliidae,,Bombyliidae,,,Aphoebantus,,,,Holometabola,,,,
1551,Epacmus,Epacmus,OTT,genus,Epacmus,100,834248,797039,OTT,834248,Epacmus,834248.0,,,,,Epacmus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Anthracinae,Aphoebantini,,1577,Epacmus_sp_Bombyliidae,,Bombyliidae,,,Epacmus,,,,Holometabola,,,,
1552,Hemipenthes jaennickeana,Hemipenthes jaennickeana,OTT,species,Hemipenthes jaennickeana,100,942024,247597,OTT,942024,Hemipenthes,520964.0,247596,jaennickeana,942024.0,247597,Hemipenthes jaennickeana,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Anthracinae,Exoprosopini,,1578,Hemipenthes_jaennickeana_Bombyliidae,,Bombyliidae,,,Hemipenthes,jaennickeana,,,Holometabola,,,,
1553,Comptosia,Comptosia,OTT,genus,Comptosia,100,638864,117096,OTT,638864,Comptosia,638864.0,,,,,Comptosia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Lomatiinae,Lomatiini,,1579,Comptosia_sp_LRC2002_Bombyliidae,,Bombyliidae,,,Comptosia,,LRC2002,,Holometabola,,,,
1554,Brachyanax ater,Brachyanax ater,OTT,species,Brachyanax ater,100,65771,117081,OTT,65771,Brachyanax,65772.0,117080,ater,65771.0,117081,Brachyanax ater,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Anthracinae,Anthracini,,1580,Brachyanax_ater_Bombyliidae,,Bombyliidae,,,Brachyanax,ater,,,Holometabola,,,,
1555,Anthrax proconcisus,Anthrax proconcisus,OTT,species,Anthrax proconcisus,100,284714,117079,OTT,284714,Anthrax,284713.0,117078,proconcisus,284714.0,117079,Anthrax proconcisus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Anthracinae,Anthracini,,1581,Anthrax_proconcisus_Bombyliidae,,Bombyliidae,,,Anthrax,proconcisus,,,Holometabola,,,,
1556,Ligyra satyrus,Ligyra satyrus,OTT,species,Ligyra satyrus,100,939212,117105,OTT,939212,Ligyra,387604.0,117088,satyrus,939212.0,117105,Ligyra satyrus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Anthracinae,Exoprosopini,,1582,Ligyra_satyrus_Bombyliidae,,Bombyliidae,,,Ligyra,satyrus,,,Holometabola,,,,
1557,Pseudopenthes,Pseudopenthes,OTT,genus,Pseudopenthes,100,638871,117091,OTT,638871,Pseudopenthes,638871.0,,,,,Pseudopenthes,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Anthracinae,Villini,,1583,Pseudopenthes_sp_Bombyliidae,,Bombyliidae,,,Pseudopenthes,,,,Holometabola,,,,
1558,Exoprosopa,Exoprosopa,OTT,genus,Exoprosopa,100,434752,117086,OTT,434752,Exoprosopa,434752.0,,,,,Exoprosopa,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Anthracinae,Exoprosopini,,1584,Exoprosopa_sp_Bombyliidae,,Bombyliidae,,,Exoprosopa,,,,Holometabola,,,,
1559,Lepidanthrax,Lepidanthrax,OTT,genus,Lepidanthrax,100,4432342,,OTT,4432342,Lepidanthrax,4432342.0,,,,,Lepidanthrax,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,,,,1585,Lepidanthrax_sp_Bombyliidae,,Bombyliidae,,,Lepidanthrax,,,,Holometabola,,,,
1560,Villa,Villa,OTT,genus,Villa,100,538373,117093,OTT,538373,Villa,538373.0,,,,,Villa,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Anthracinae,Villini,,1586,Villa_sp_2_Bombyliidae,,Bombyliidae,,,Villa,2,,,Holometabola,,,,
1561,Villa,Villa,OTT,genus,Villa,100,538373,117093,OTT,538373,Villa,538373.0,,,,,Villa,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Anthracinae,Villini,,1587,Villa_sp_1_Bombyliidae,,Bombyliidae,,,Villa,1,,,Holometabola,,,,
1562,Rynchanthrax,Rhynchanthrax,OTT,genus,Rhynchanthrax,96,4435283,,OTT,4435283,Rhynchanthrax,4435283.0,,,,,Rhynchanthrax,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,,,,1588,Rynchanthrax_sp_Bombyliidae,,Bombyliidae,,,Rynchanthrax,,,,Holometabola,,,,
1563,Hyperalonia,Hyperalonia,OTT,genus,Hyperalonia,100,4433594,,OTT,4433594,Hyperalonia,4433594.0,,,,,Hyperalonia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,,,,1589,Hyperalonia_sp_Bombyliidae,,Bombyliidae,,,Hyperalonia,,,,Holometabola,,,,
1564,Anthrax,Anthrax,OTT,genus,Anthrax,100,284713,117078,OTT,284713,Anthrax,284713.0,,,,,Anthrax,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Anthracinae,Anthracini,,1590,Anthrax_sp_Bombyliidae,,Bombyliidae,,,Anthrax,,,,Holometabola,,,,
1565,Xenox tigrinus,Xenox tigrinus,OTT,species,Xenox tigrinus,100,4433414,1892751,OTT,4433414,Xenox,4433412.0,1892750,tigrinus,4433414.0,1892751,Xenox tigrinus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Anthracinae,Anthracini,,1591,Xenox_tigrinus_Bombyliidae,,Bombyliidae,,,Xenox,tigrinus,,,Holometabola,,,,
1566,Epacomoides,Epacmoides,OTT,genus,Epacmoides,95,4434594,,OTT,4434594,Epacmoides,4434594.0,,,,,Epacmoides,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,,,,1592,Epacomoides_sp_Bombyliidae,,Bombyliidae,,,Epacomoides,,,,Holometabola,,,,
1567,Antonia,Antonia,OTT,genus,Antonia,100,1063332,797138,OTT,1063332,Antonia,1063332.0,,,,,Antonia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Antoniinae,,,1593,Antonia_sp_Bombyliidae,,Bombyliidae,,,Antonia,,,,Holometabola,,,,
1568,Thevenetimyia,Thevenetimyia,OTT,genus,Thevenetimyia,100,4434048,1904326,OTT,4434048,Thevenetimyia,4434048.0,,,,,Thevenetimyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Ecliminae,,,1594,Thevenetimyia_sp_Bombyliidae,,Bombyliidae,,,Thevenetimyia,,,,Holometabola,,,,
1569,Usia,Usia,OTT,genus,Usia,100,4431791,,OTT,4431791,Usia,4431791.0,,,,,Usia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,,,,1595,Usia_sp_Bombyliidae,,Bombyliidae,,,Usia,,,,Holometabola,,,,
1570,Apolysis,Apolysis,OTT,genus,Apolysis,100,4431989,,OTT,4431989,Apolysis,4431989.0,,,,,Apolysis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,,,,1596,Apolysis_sp_Bombyliidae,,Bombyliidae,,,Apolysis,,,,Holometabola,,,,
1571,Apolysis,Apolysis,OTT,genus,Apolysis,100,4431989,,OTT,4431989,Apolysis,4431989.0,,,,,Apolysis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,,,,1597,Apolysis_sp_Bombyliidae_2,,Bombyliidae,,,Apolysis,,2,,Holometabola,,,,
1572,Sericosoma,Sericosoma,OTT,genus,Sericosoma,100,1084217,797053,OTT,1084217,Sericosoma,1084217.0,,,,,Sericosoma,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Cythereinae,,,1598,Sericosoma_sp_Bombyliidae,,Bombyliidae,,,Sericosoma,,,,Holometabola,,,,
1573,Lordotus,Lordotus,OTT,genus,Lordotus,100,254019,192517,OTT,254019,Lordotus,254019.0,,,,,Lordotus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Bombyliinae,,,1599,Lordotus_sp_Bombyliidae_MEI_90_26,,Bombyliidae,,,Lordotus,,MEI_90_26,,Holometabola,,,,
1574,Lepidophora,Lepidophora,OTT,genus,Lepidophora,100,4434035,1614660,OTT,4434035,Lepidophora,4434035.0,,,,,Lepidophora,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Ecliminae,,,1600,Lepidophora_sp_Bombyliidae,,Bombyliidae,,,Lepidophora,,,,Holometabola,,,,
1575,Desmatomyia,Desmatomyia,OTT,genus,Desmatomyia,100,4434558,,OTT,4434558,Desmatomyia,4434558.0,,,,,Desmatomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,,,,1601,Desmatomyia_sp_Bombyliidae,,Bombyliidae,,,Desmatomyia,,,,Holometabola,,,,
1576,Evocoa chilensis,Evocoa chilensis,OTT,species,Evocoa chilensis,100,487066,797145,OTT,487066,Evocoa,487065.0,797144,chilensis,487066.0,797145,Evocoa chilensis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Evocoidae,,,,1602,Evocoa_chilensis_Evocoidae,,Evocoidae,,,Evocoa,chilensis,,,Holometabola,,,,
1577,Clesthentia aberrans,Clesthentia aberrans,OTT,species,Clesthentia aberrans,100,4445361,1611562,OTT,4445361,Clesthentia,545290.0,95108,aberrans,4445361.0,1611562,Clesthentia aberrans,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Apsilocephalidae,,,,1603,Clesthentia_aberrans_Apsilocephalidae,,Apsilocephalidae,,,Clesthentia,aberrans,,,Holometabola,,,,
