tip_name,name,updated_fullname,taxonomy_source,rank_matched,matched,score,ott_id,ncbi_id,name_source,matched_id_in_source,updated_genus,updated_genus_ott_id,updated_genus_ncbi_id,updated_species,updated_species_ott_id,updated_species_ncbi_id,ott_accepted_name,ott_version,higher_source,domain,kingdom,phylum,subphylum,class,subclass,cohort,infraclass,superorder,order,suborder,infraorder,section,superfamily,family,subfamily,tribe,subtribe,species group,subgenus,species subgroup,notes
Stilobezzia_antennalis,Stilobezzia antennalis,Stilobezzia antennalis,OTT,species,Stilobezzia antennalis,100,777262,209713,OTT,777262,Stilobezzia,131064,209712,antennalis,777262,209713,Stilobezzia antennalis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Culicomorpha,,Chironomoidea,Ceratopogonidae,Ceratopogoninae,Stilobezziini,,,,,
Chironomus_tepperi,Chironomus tepperi,Chironomus tepperi,OTT,species,Chironomus tepperi,100,235120,113505,OTT,235120,Chironomus,269685,7150,tepperi,235120,113505,Chironomus tepperi,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Culicomorpha,,Chironomoidea,Chironomidae,Chironominae,Chironomini,,,Chironomus subgenus Chironomus,,
Androprosopa_americana,Androprosopa americana,Androprosopa americana,OTT,species,Androprosopa americana,100,536785,560705,OTT,536785,Androprosopa,800106,41815,americana,536785,560705,Androprosopa americana,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Culicomorpha,,Chironomoidea,Thaumaleidae,,,,,,,
Simulium_paynei,Simulium paynei,Simulium paynei,OTT,species,Simulium paynei,100,53945,560802,OTT,53945,Simulium,20678,7191,paynei,53945,560802,Simulium paynei,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Culicomorpha,,Chironomoidea,Simuliidae,Simuliinae,Simuliini,,,Hemicnetha,,
Parasimulium_crosskeyi,Parasimulium crosskeyi,Parasimulium crosskeyi,OTT,species,Parasimulium crosskeyi,100,4460790,61060,OTT,4460790,Parasimulium,88409,44568,crosskeyi,4460790,61060,Parasimulium crosskeyi,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Culicomorpha,,Chironomoidea,Simuliidae,Parasimuliinae,,,,,,
Perissomma_mcalpinei,Perissomma mcalpinei,Perissomma mcalpinei,OTT,species,Perissomma mcalpinei,100,460635,560775,OTT,460635,Perissomma,460637,560774,mcalpinei,460635,560775,Perissomma mcalpinei,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Psychodomorpha,,Trichoceroidea,Perissommatidae,,,,,,,
Olbiogaster_sackeni,Olbiogaster sackeni,Olbiogaster sackeni,OTT,species,Olbiogaster sackeni,100,784485,560769,OTT,784485,Olbiogaster,1037372,560768,sackeni,784485,560769,Olbiogaster sackeni,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Psychodomorpha,,Trichoceroidea,Anisopodidae,Anisopodinae,,,,,,
Sylvicola_fenestralis,Sylvicola fenestralis,Sylvicola fenestralis,OTT,,Sylvicola fenestralis,100,373197,52754,OTT,373197,,48220,52753,,373197,52754,Sylvicola fenestralis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Psychodomorpha,,Trichoceroidea,Anisopodidae,Anisopodinae,,,,,,
Synneuron_decipiens,Synneuron decipiens,Synneuron decipiens,OTT,species,Synneuron decipiens,100,885127,560783,OTT,885127,Synneuron,885126,560782,decipiens,885127,560783,Synneuron decipiens,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Psychodomorpha,,Trichoceroidea,Synneuridae,,,,,,,
Coboldia_fuscipes,Coboldia fuscipes,Coboldia fuscipes,OTT,species,Coboldia fuscipes,100,874412,170625,OTT,874412,Coboldia,874411,170624,fuscipes,874412,170625,Coboldia fuscipes,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Psychodomorpha,,Scatopsoidea,Scatopsidae,,,,,,,
Axymyia_furcata,Axymyia furcata,Axymyia furcata,OTT,species,Axymyia furcata,100,125716,560716,OTT,125716,Axymyia,892211,560715,furcata,125716,560716,Axymyia furcata,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Axymyiomorpha,,,Axymyiidae,,,,,,,
Bibio_longipes,Bibio longipes,Bibio longipes,OTT,,Bibio longipes,100,536837,560707,OTT,536837,,121915,189978,,536837,560707,Bibio longipes,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Bibionomorpha,,Bibionoidea,Bibionidae,Bibioninae,,,,,,
Cramptonomyia_spenceri,Cramptonomyia spenceri,Cramptonomyia spenceri,OTT,species,Cramptonomyia spenceri,100,519527,209689,OTT,519527,Cramptonomyia,519529,209688,spenceri,519527,209689,Cramptonomyia spenceri,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Bibionomorpha,,Pachyneuroidea,Pachyneuridae,,,,,,,
Manota_sp,Manota,Manota,OTT,,Manota,100,4513171,560265,OTT,4513171,,4513171,,,,,Manota,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Bibionomorpha,,Sciaroidea,Mycetophilidae,Manotinae,,,,,,
Symmerus_annulatus,Symmerus annulatus,Symmerus annulatus,OTT,,Symmerus annulatus,100,885124,560781,OTT,885124,,885123,560780,,885124,560781,Symmerus annulatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Bibionomorpha,,Sciaroidea,Mycetophilidae,Ditomyiinae,,,,,,
Diadocidia_ferruginosa,Diadocidia ferruginosa,Diadocidia ferruginosa,OTT,,Diadocidia ferruginosa,100,935973,560722,OTT,935973,,40344,560721,,935973,560722,Diadocidia ferruginosa,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Bibionomorpha,,Sciaroidea,Diadocidiidae,,,,,,,
Pseudobrachypeza_bulbosa,Pseudobrachypeza bulbosa,Pseudobrachypeza bulbosa,OTT,species,Pseudobrachypeza bulbosa,100,460626,560779,OTT,460626,Pseudobrachypeza,224457,560778,bulbosa,460626,560779,Pseudobrachypeza bulbosa,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Bibionomorpha,,Sciaroidea,Mycetophilidae,Mycetophilinae,Exechiini,,,,,
Bolitophila_sp,Bolitophila,Bolitophila,OTT,,Bolitophila,100,148805,52718,OTT,148805,,148805,,,,,Bolitophila,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Bibionomorpha,,Sciaroidea,Mycetophilidae,Bolitophilinae,,,,,,
Arachnocampa_flava,Arachnocampa flava,Arachnocampa flava,OTT,,Arachnocampa flava,100,161115,270899,OTT,161115,,161126,270892,,161115,270899,Arachnocampa flava,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Bibionomorpha,,Sciaroidea,Keroplatidae,Arachnocampinae,,,,,,
Bradysia_tilicola,Bradysia tilicola,Bradysia tilicola,OTT,species,Bradysia tilicola,100,638601,1262229,OTT,638601,Bradysia,42519,35571,tilicola,638601,1262229,Bradysia tilicola,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Bibionomorpha,,Sciaroidea,Sciaridae,,,,,,,
Lygistorrhina_sanctaecatharinae,Lygistorrhina sanctaecatharinae,Lygistorrhina sanctaecatharinae,OTT,species,Lygistorrhina sanctaecatharinae,100,730893,560763,OTT,730893,Lygistorrhina,784848,560762,sanctaecatharinae,730893,560763,Lygistorrhina sanctaecatharinae,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Bibionomorpha,,Sciaroidea,Lygistorrhinidae,,,,,,,
Mayetiola_destructor,Mayetiola destructor,Mayetiola destructor,OTT,species,Mayetiola destructor,100,348360,39758,OTT,348360,Mayetiola,348357,39757,destructor,348360,39758,Mayetiola destructor,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Bibionomorpha,,Sciaroidea,Cecidomyiidae,Cecidomyiinae,Oligotrophini,,,,,
Lestremiinae_sp,Lestremiinae,Lestremiinae,OTT,subfamily,Lestremiinae,100,286206,43794,OTT,286206,,,,,,,Lestremiinae,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Nematocera,Bibionomorpha,,Sciaroidea,Cecidomyiidae,,,,,,,
Trichophthalma_sp,Trichophthalma,Trichophthalma,OTT,,Trichophthalma,100,969952,188263,OTT,969952,,969952,,,,,Trichophthalma,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Nemestrinoidea,Nemestrinidae,Nemestrininae,,,,,,
Xylophagus_abdominalis,Xylophagus abdominalis,Xylophagus abdominalis,OTT,species,Xylophagus abdominalis,100,367316,1051504,OTT,367316,Xylophagus,745824,219493,abdominalis,367316,1051504,Xylophagus abdominalis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Xylophagomorpha,,,Xylophagaidae,Xylophaginae,,,,,,
Exeretonevra_angustifrons,Exeretonevra angustifrons,Exeretonevra angustifrons,OTT,,Exeretonevra angustifrons,100,935949,560724,OTT,935949,,243452,560723,,935949,560724,Exeretonevra angustifrons,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Xylophagomorpha,,,Xylophagaidae,Coenomyiinae,,,,,,
Rhagio_hirtis,Rhagio hirtis,Rhagio hirtus,OTT,species,Rhagio hirtus,92,588076,124328,OTT,588076,Rhagio,588066,124327,hirtus,588076,124328,Rhagio hirtus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Tabanomorpha,,Tabanoidea,Rhagionidae,,,,,,,
Vermileo_opacus,Vermileo opacus,Vermileo opacus,OTT,,Vermileo opacus,100,15484,124334,OTT,15484,,15488,124333,,15484,124334,Vermileo opacus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Tabanomorpha,,,Vermileonidae,,,,,,,
Chrysopilus_thoracicus,Chrysopilus thoracicus,Chrysopilus thoracicus,OTT,,Chrysopilus thoracicus,100,964292,124689,OTT,964292,,536480,124301,,964292,124689,Chrysopilus thoracicus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Tabanomorpha,,Tabanoidea,Rhagionidae,,,,,,,
Bolbomyia_nana,Bolbomyia nana,Bolbomyia nana,OTT,,Bolbomyia nana,100,657670,375785,OTT,657670,,648365,375784,,657670,375785,Bolbomyia nana,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Tabanomorpha,,Tabanoidea,Rhagionidae,,,,,,,
Glutops_singularis,Glutops singularis,Glutops singularis,OTT,,Glutops singularis,100,116808,1262238,OTT,116808,,1039054,124309,,116808,1262238,Glutops singularis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Tabanomorpha,,Tabanoidea,Pelecorhynchidae,,,,,,,
Oreoleptis_torrenticola,Oreoleptis torrenticola,Oreoleptis torrenticola,OTT,,Oreoleptis torrenticola,100,1004314,1262319,OTT,1004314,,769462,1262318,,1004314,1262319,Oreoleptis torrenticola,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Tabanomorpha,,Tabanoidea,Oreoleptidae,,,,,,,
Atherix_variegata,Atherix variegata,Atherix variegata,OTT,,Atherix variegata,100,536479,124300,OTT,536479,,932517,124299,,536479,124300,Atherix variegata,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Tabanomorpha,,Tabanoidea,Athericidae,,,,,,,
Tabanus_atratus,Tabanus atratus,Tabanus atratus,OTT,,Tabanus atratus,100,555812,7207,OTT,555812,,555816,7206,,555812,7207,Tabanus atratus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Tabanomorpha,,Tabanoidea,Tabanidae,Tabaninae,Tabanini,,,,,
Haematopota_pluvialis,Haematopota pluvialis,Haematopota pluvialis,OTT,,Haematopota pluvialis,100,584005,178770,OTT,584005,,152993,124311,,584005,178770,Haematopota pluvialis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Tabanomorpha,,Tabanoidea,Tabanidae,Tabaninae,Haematopotini,,,,,
Hilarimorpha_mentata,Hilarimorpha mentata,Hilarimorpha mentata,OTT,species,Hilarimorpha mentata,100,1063323,797136,OTT,1063323,Hilarimorpha,189239,240888,mentata,1063323,797136,Hilarimorpha mentata,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Asiloidea,Hilarimorphidae,,,,,,,
Ogcodes_basalis,Ogcodes basalis,Ogcodes basalis,OTT,,Ogcodes basalis,100,337537,210251,OTT,337537,,171537,188257,,337537,210251,Ogcodes basalis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Nemestrinoidea,Acroceridae,,,,,,,
Pantophthalmus_bellardii,Pantophthalmus bellardii,Pantophthalmus bellardii,OTT,species,Pantophthalmus bellardii,100,621658,1262226,OTT,621658,Pantophthalmus,932514,124295,bellardii,621658,1262226,Pantophthalmus bellardii,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Xylophagomorpha,,,Pantophthalmidae,,,,,,,
Xylomya_parens,Xylomya parens,Xylomya parens,OTT,,Xylomya parens,100,206772,259247,OTT,206772,,206771,259246,,206772,259247,Xylomya parens,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,Xylomyidae,,,,,,,
Actina_viridis,Actina viridis,Actina viridis,OTT,,Actina viridis,100,134346,211085,OTT,134346,,134345,211084,,134346,211085,Actina viridis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Nemestrinoidea,Acroceridae,,,,,,,
Hermetia_illucens,Hermetia illucens,Hermetia illucens,OTT,,Hermetia illucens,100,965697,343691,OTT,965697,,419091,343581,,965697,343691,Hermetia illucens,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,Stratiomyidae,Hermetiinae,,,,,,
Mythicomyia_sp,Mythicomyia,Mythicomyia,OTT,,Mythicomyia,100,683359,50705,OTT,683359,,683359,,,,,Mythicomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Asiloidea,Mythicomyiidae,,,,,,,
Paracosmus_sp,Paracosmus,Paracosmus,OTT,,Paracosmus,100,573969,1262343,OTT,573969,,573969,,,,,Paracosmus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Asiloidea,Bombyliidae,Tomomyzinae,,,,,,
Bombylius_major,Bombylius major,Bombylius major,OTT,,Bombylius major,100,138463,240869,OTT,138463,,376338,219362,,138463,240869,Bombylius major,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Asiloidea,Bombyliidae,Bombyliinae,,,,,,
Asilus_crabroniformis,Asilus crabroniformis,Asilus crabroniformis,OTT,,Asilus crabroniformis,100,366994,468697,OTT,366994,,443520,219504,,366994,468697,Asilus crabroniformis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Asiloidea,Asilidae,Asilinae,,,,,,
Mydas_clavatus,Mydas clavatus,Mydas clavatus,OTT,,Mydas clavatus,100,356517,186101,OTT,356517,,356516,186100,,356517,186101,Mydas clavatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Asiloidea,Mydidae,Mydinae,,,,,,
Apiocera_haruspex,Apiocera haruspex,Apiocera haruspex,OTT,,Apiocera haruspex,100,795631,160271,OTT,795631,,496666,160270,,795631,160271,Apiocera haruspex,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Asiloidea,Apioceridae,,,,,,,
Evocoa_chilensis,Evocoa chilensis,Evocoa chilensis,OTT,,Evocoa chilensis,100,487066,797145,OTT,487066,,487065,797144,,487066,797145,Evocoa chilensis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Asiloidea,Evocoidae,,,,,,,
Apsilocephala_sp,Apsilocephala,Apsilocephala,OTT,,Apsilocephala,100,362642,95085,OTT,362642,,362642,,,,,Apsilocephala,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Asiloidea,Apsilocephalidae,,,,,,,
Prorates_sp,Prorates,Prorates,OTT,,Prorates,100,437636,468795,OTT,437636,,437636,,,,,Prorates,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Asiloidea,Scenopinidae,,,,,,,
Acrosathe_novella,Acrosathe novella,Acrosathe novella,OTT,,Acrosathe novella,100,240358,359425,OTT,240358,,973990,99787,,240358,359425,Acrosathe novella,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Asiloidea,Therevidae,Therevinae,,,,,,
Atelestus_pulicarius,Atelestus pulicarius,Atelestus pulicarius,OTT,species,Atelestus pulicarius,100,705526,192424,OTT,705526,Atelestus,928929,192423,pulicarius,705526,192424,Atelestus pulicarius,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Atelestidae,,,,,,,
Parathalassius_candidatus,Parathalassius candidatus,Parathalassius candidatus,OTT,,Parathalassius candidatus,100,620500,384545,OTT,620500,,618650,369898,,620500,384545,Parathalassius candidatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Empididae,Microphorinae,,,,,,
Neurigona_quadrifasciata,Neurigona quadrifasciata,Neurigona quadrifasciata,OTT,,Neurigona quadrifasciata,100,712782,240896,OTT,712782,,712783,240895,,712782,240896,Neurigona quadrifasciata,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Neurigoninae,,,,,,
Ocydromia_glabricula,Ocydromia glabricula,Ocydromia glabricula,OTT,species,Ocydromia glabricula,100,620496,384541,OTT,620496,Ocydromia,618651,369891,glabricula,620496,384541,Ocydromia glabricula,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Hybotidae,Ocydromiinae,,,,,,
Hybos_culiciformis,Hybos culiciformis,Hybos culiciformis,OTT,,Hybos culiciformis,100,693033,1262239,OTT,693033,,275076,192638,,693033,1262239,Hybos culiciformis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Hybotidae,Hybotinae,,,,,,
Clinocera_caerulea,Clinocera caerulea,Clinocera caerulea,OTT,,Clinocera caerulea,100,116804,1262233,OTT,116804,,548555,192484,,116804,1262233,Clinocera caerulea,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Empididae,Empidinae,,,,,,
Oreogeton_scopifer,Oreogeton scopifer,Oreogeton scopifer,OTT,,Oreogeton scopifer,100,1042466,369869,OTT,1042466,,1042465,369868,,1042466,369869,Oreogeton scopifer,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Empididae,Oreogetoninae,,,,,,
Apystomyia_elinguis,Apystomyia elinguis,Apystomyia elinguis,OTT,,Apystomyia elinguis,100,487056,797143,OTT,487056,,487055,797142,,487056,797143,Apystomyia elinguis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Asiloidea,Hilarimorphidae,,,,,,,
Lonchoptera_uniseta,Lonchoptera uniseta,Lonchoptera uniseta,OTT,species,Lonchoptera uniseta,100,883207,560714,OTT,883207,Lonchoptera,73597,92595,uniseta,883207,560714,Lonchoptera uniseta,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Aschiza,Platypezoidea,Lonchopteridae,,,,,,,
Opetia_nigra,Opetia nigra,Opetia nigra,OTT,species,Opetia nigra,100,479419,92604,OTT,479419,Opetia,479416,92603,nigra,479419,92604,Opetia nigra,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Aschiza,Platypezoidea,Platypezidae,Opetiinae,,,,,,
Paraplatypeza_velutina,Paraplatypeza velutina,Paraplatypeza velutina,OTT,species,Paraplatypeza velutina,100,1018449,1262247,OTT,1018449,Paraplatypeza,652770,192442,velutina,1018449,1262247,Paraplatypeza velutina,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Aschiza,Platypezoidea,Platypezidae,Platypezinae,,,,,,
Ironomyia_nigromaculata,Ironomyia nigromaculata,Ironomyia nigromaculata,OTT,species,Ironomyia nigromaculata,100,108555,1262307,OTT,108555,Ironomyia,108557,1262306,nigromaculata,108555,1262307,Ironomyia nigromaculata,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Aschiza,Platypezoidea,Ironomyiidae,,,,,,,
Sciadocera_rufomaculata,Sciadocera rufomaculata,Sciadocera rufomaculata,OTT,species,Sciadocera rufomaculata,100,468461,192454,OTT,468461,Sciadocera,468442,192453,rufomaculata,468461,192454,Sciadocera rufomaculata,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Aschiza,Platypezoidea,Sciadoceridae,,,,,,,
Phora_sp,Phora,Phora,OTT,genus,Phora,100,184137,92541,OTT,184137,Phora,184137,,,,,Phora,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Aschiza,Platypezoidea,Phoridae,Phorinae,,,,,,
Megaselia_scalaris,Megaselia scalaris,Megaselia scalaris,OTT,species,Megaselia scalaris,100,430572,36166,OTT,430572,Megaselia,436666,36165,scalaris,430572,36166,Megaselia scalaris,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Aschiza,Platypezoidea,Phoridae,Metopininae,Megaseliini,,,,,
Microdon_tristis,Microdon tristis,Microdon tristis,OTT,species,Microdon tristis,100,846371,1262244,OTT,846371,Microdon,520158,115291,tristis,846371,1262244,Microdon tristis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Aschiza,Syrphoidea,Syrphidae,Microdontinae,,,,,,
