tip_name,name,updated_fullname,taxonomy_source,rank_matched,matched,score,ott_id,ncbi_id,name_source,matched_id_in_source,updated_genus,updated_genus_ott_id,updated_genus_ncbi_id,updated_species,updated_species_ott_id,updated_species_ncbi_id,ott_accepted_name,ott_version,higher_source,domain,kingdom,phylum,subphylum,class,subclass,cohort,infraclass,superorder,order,suborder,infraorder,section,superfamily,family,subfamily,tribe,subtribe,species group,subgenus,species subgroup,notes
Liriomyza_sativae_AG1433_4372_308,Liriomyza sativae,Liriomyza sativae,OTT,species,Liriomyza sativae,100,246452,127406,OTT,246452,Liriomyza,587945,127403,sativae,246452,127406,Liriomyza sativae,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,,,
Braula_coeca_Braula_coeca_GDDH01_1_5741_317,Braula coeca,Braula coeca,OTT,species,Braula coeca,100,26327,305562,OTT,26327,Braula,26329,305561,coeca,26327,305562,Braula coeca,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Braulidae,,,,,,,superfamily manually updated
Braula_coeca_I6794_507_280,Braula coeca,Braula coeca,OTT,,Braula coeca,100,26327,305562,OTT,26327,,26329,305561,,26327,305562,Braula coeca,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Braulidae,,,,,,,superfamily manually updated
Leucophenga_varia_L_varia_4359_279_assm.augustus,Leucophenga varia,Leucophenga varia,OTT,species,Leucophenga varia,100,765416,745178,OTT,765416,Leucophenga,586407,7329,varia,765416,745178,Leucophenga varia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Drosophilidae,Steganinae,Steganini,Leucophengina,,,,
Leucophenga_maculata_leucma_323_264,Leucophenga maculata,Leucophenga maculata,OTT,species,Leucophenga maculata,100,742404,30051,OTT,742404,Leucophenga,586407,7329,maculata,742404,30051,Leucophenga maculata,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Drosophilidae,Steganinae,Steganini,Leucophengina,maculata group,,,
Leucophenga_albofasciata_LeucalRG_102_93,Leucophenga albofasciata,Leucophenga albofasciata,OTT,species,Leucophenga albofasciata,100,614352,504595,OTT,614352,Leucophenga,586407,7329,albofasciata,614352,504595,Leucophenga albofasciata,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Drosophilidae,Steganinae,Steganini,Leucophengina,proxima group,,,
Phortica_variegata_2016_5749_318,Phortica variegata,Phortica variegata,OTT,species,Phortica variegata,100,545916,462259,OTT,545916,Phortica,314172,462262,variegata,545916,462259,Phortica variegata,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Drosophilidae,Steganinae,Gitonini,Gitonina,,Phortica subgenus Phortica,,
Cacoxenus_australicus_cacoxRG_87_52,Cacoxenus australicus,Cacoxenus australicus,OTT,species,Cacoxenus australicus,100,4421977,,OTT,4421977,Cacoxenus,302197,462273,australicus,4421977,,Cacoxenus australicus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Drosophilidae,Steganinae,Gitonini,Gitonina,,,,
Stegana_sp_stegsp06_Stegana_sp_GIFG01_1_5560_319,Stegana,Stegana,OTT,genus,Stegana,100,451827,188292,OTT,451827,Stegana,451827,,,,,Stegana,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Drosophilidae,Steganinae,Steganini,Steganina,,,,
Chymomyza_costata_C_costata_5230_297.augustus,Chymomyza costata,Chymomyza costata,OTT,species,Chymomyza costata,100,305192,76946,OTT,305192,Chymomyza,930769,7292,costata,305192,76946,Chymomyza costata,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Drosophilidae,Drosophilinae,Colocasiomyini,,costata group,,,
Drosophila_melanogaster_I3863_5211_318,Drosophila melanogaster,Drosophila melanogaster,OTT,species,Drosophila melanogaster,100,505714,7227,OTT,505714,Drosophila,34907,7215,melanogaster,505714,7227,Drosophila melanogaster,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Drosophilidae,Drosophilinae,Drosophilini,,melanogaster group,Sophophora,melanogaster subgroup,
Mycodrosophila_sp_I4190_2492_314,Mycodrosophila,Mycodrosophila,OTT,genus,Mycodrosophila,100,13684,7338,OTT,13684,Mycodrosophila,13684,,,,,Mycodrosophila,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Drosophilidae,Drosophilinae,Drosophilini,,,,,
Cryptochetum_sp_Cryptochetum_sp_cry04_GIGU01_1_5420_317,Cryptochetum,Cryptochetum,OTT,genus,Cryptochetum,100,372190,1262333,OTT,372190,Cryptochetum,372190,,,,,Cryptochetum,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Cryptochetidae,,,,,,,superfamily manually updated
Cryptochetum_sp_I6797_3213_307,Cryptochetum,Cryptochetum,OTT,,Cryptochetum,100,372190,1262333,OTT,372190,,372190,,,,,Cryptochetum,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Cryptochetidae,,,,,,,superfamily manually updated
Curtonotum_sp_Curtonotum_sp_curtcr05_GIFF01_1_5360_307,Curtonotum,Curtonotum,OTT,genus,Curtonotum,100,507315,1262296,OTT,507315,Curtonotum,507315,,,,,Curtonotum,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Curtonotidae,,,,,,,
Curtonotum_pantherinum_cupaRG_78_67,Curtonotum pantherinum,Curtonotum pantherinum,OTT,species,Curtonotum pantherinum,100,1077322,1263448,OTT,1077322,Curtonotum,507315,1262296,pantherinum,1077322,1263448,Curtonotum pantherinum,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Curtonotidae,,,,,,,
Cyrtona_riversmoori_cyriRG_623_294,Cyrtona riversmoori,Cyrtona,OTT,genus,Cyrtona,54,1077321,1263449,OTT,1077321,Cyrtona,1077321,,,,,Cyrtona,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Curtonotidae,,,,,,,
Cyrtona_fluctuosa_cyflRG_299_213,Cyrtona fluctuosa,Cyrtona,OTT,genus,Cyrtona,58,1077321,1263449,OTT,1077321,Cyrtona,1077321,,,,,Cyrtona,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Curtonotidae,,,,,,,
Diastata_repleta_DiastataBC_5449_316_012_supertranscripts,Diastata repleta,Diastata repleta,OTT,species,Diastata repleta,100,4425484,,OTT,4425484,Diastata,269896,1262298,repleta,4425484,,Diastata repleta,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Diastatidae,,,,,,,
Diastata_fuscula_I6799_1601_310,Diastata fuscula,Diastata fuscula,OTT,species,Diastata fuscula,100,269894,1262299,OTT,269894,Diastata,269896,1262298,fuscula,269894,1262299,Diastata fuscula,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Diastatidae,,,,,,,
Campichoeta_punctatum_I6795_3217_315,Campichoeta punctatum,Campichoeta punctum,OTT,species,Campichoeta punctum,95,712225,1262281,OTT,712225,Campichoeta,793417,1262280,punctum,712225,1262281,Campichoeta punctum,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Campichoetidae,,,,,,,
Camilla_sp2_I3845_1286_311,Camilla,Camilla,OTT,genus,Camilla,100,372232,1262331,OTT,372232,Camilla,372232,,,,,Camilla,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Camillidae,,,,,,,
Camilla_sp_camspRG_319_239,Camilla,Camilla,OTT,,Camilla,100,372232,1262331,OTT,372232,,372232,,,,,Camilla,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Camillidae,,,,,,,
Mormotomyia_hirsuta_I3857_1264_307,Mormotomyia hirsuta,Mormotomyia hirsuta,OTT,species,Mormotomyia hirsuta,100,323090,1155705,OTT,323090,Mormotomyia,54704,1155704,hirsuta,323090,1155705,Mormotomyia hirsuta,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Mormotomyiidae,,,,,,,superfamily manually updated
Cirrula_hiansall_Cirr_5568_312,Cirrula hiansall,Cirrula,OTT,genus,Cirrula,61,4424922,1929280,OTT,4424922,Cirrula,4424922,,,,,Cirrula,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Ephydridae,Ephydrinae,,,,,,
Scatella_tenuicosta_Scatella_tenuicosta_GCFE01_1_5070_305,Scatella tenuicosta,Scatella tenuicosta,OTT,species,Scatella tenuicosta,100,4423825,1473685,OTT,4423825,Scatella,130266,305595,tenuicosta,4423825,1473685,Scatella tenuicosta,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Ephydridae,Ephydrinae,,,,,,
Coenia_palustris_I3850_1034_310,Coenia palustris,Coenia palustris,OTT,species,Coenia palustris,100,507326,1262293,OTT,507326,Coenia,269893,1262292,palustris,507326,1262293,Coenia palustris,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Ephydridae,Ephydrinae,,,,,,
Philygria_sp_I4191_332_190,Philygria,Philygria,OTT,genus,Philygria,100,4424674,1473725,OTT,4424674,Philygria,4424674,,,,,Philygria,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Ephydridae,Parydrinae,,,,,,
Athyroglossa_sp_I4186_1150_289,Athyroglossa,Athyroglossa,OTT,genus,Athyroglossa,100,4424569,1720778,OTT,4424569,Athyroglossa,4424569,,,,,Athyroglossa,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Ephydridae,Psilopinae,,,,,,
Risa_longirostris_I4192_230_145,Risa longirostris,Risa longirostris,OTT,species,Risa longirostris,100,4425094,,OTT,4425094,Risa,4425090,,longirostris,4425094,,Risa longirostris,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Ephydridae,,,,,,,
Clanoneurum_sp_I4188_689_257,Clanoneurum,Clanoneurum,OTT,genus,Clanoneurum,100,4425389,,OTT,4425389,Clanoneurum,4425389,,,,,Clanoneurum,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Ephydridae,Psilopinae,,,,,,
Psilopa_polita_I6800_493_237,Psilopa polita,Psilopa polita,OTT,species,Psilopa polita,100,846396,1262249,OTT,846396,Psilopa,755023,305593,polita,846396,1262249,Psilopa polita,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Ephydroidea,Ephydridae,Discomyzinae,,,,,,
Sarcophaga_bullata_I6803_2665_316,Sarcophaga bullata,Sarcophaga bullata,OTT,species,Sarcophaga bullata,100,334389,7385,OTT,334389,Sarcophaga,334388,7384,bullata,334389,7385,Sarcophaga bullata,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Oestroidea,Sarcophagidae,Sarcophaginae,,,,Neobellieria,,
Cuterebra_atrox_I6804_2118_290,Cuterebra atrox,Cuterebra atrox,OTT,species,Cuterebra atrox,100,4373974,,OTT,4373974,Cuterebra,825505,170896,atrox,4373974,,Cuterebra atrox,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Oestroidea,Oestridae,Cuterebrinae,,,,,,
Exorista_larvorum_I6806_1460_313,Exorista larvorum,Exorista arvorum,OTT,species,Exorista arvorum,97,4374382,,OTT,4374382,Exorista,637588,113238,arvorum,4374382,,Exorista arvorum,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Oestroidea,Tachinidae,Exoristinae,Exoristini,,,,,
Delia_radicum_I6805_768_298,Delia radicum,Delia radicum,OTT,species,Delia radicum,100,116718,30064,OTT,116718,Delia,116717,30063,radicum,116718,30064,Delia radicum,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Muscoidea,Anthomyiidae,Anthomyiinae,,,,,,
Azorastia_mediterraneana_azmed3RG_565_257,Azorastia mediterraneana,Azorastia mediterranea,OTT,species,Azorastia mediterranea,96,793421,1262287,OTT,793421,Azorastia,793420,1262286,mediterranea,793421,1262287,Azorastia mediterranea,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Opomyzoidea,Nannodastiidae,,,,,,,
Rivellia_syngenesiae_I6807_2402_310,Rivellia syngenesiae,Rivellia syngenesiae,OTT,species,Rivellia syngenesiae,100,168189,1262250,OTT,168189,Rivellia,430301,28633,syngenesiae,168189,1262250,Rivellia syngenesiae,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Tephritoidea,Platystomatidae,Platystomatinae,,,,,,
Ceratitis_capitata_I6808_753_296,Ceratitis capitata,Ceratitis capitata,OTT,species,Ceratitis capitata,100,34902,7213,OTT,34902,Ceratitis,34901,7212,capitata,34902,7213,Ceratitis capitata,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Tephritoidea,Tephritidae,Dacinae,Ceratitidini,,,Ceratitis subgenus Ceratitis,,
Carnus_hemapterus_Carnus3_5248_313,Carnus hemapterus,Carnus hemapterus,OTT,species,Carnus hemapterus,100,4410949,1434729,OTT,4410949,Carnus,4410948,1434728,hemapterus,4410949,1434729,Carnus hemapterus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Carnoidea,Carnidae,,,,,,,
Meoneura_sp_mecolRG_597_280,Meoneura,Meoneura,OTT,genus,Meoneura,100,940841,716639,OTT,940841,Meoneura,940841,,,,,Meoneura,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Carnoidea,Carnidae,,,,,,,
Odinia_conspicua_Odin_4844_308,Odinia conspicua,Odinia conspicua,OTT,species,Odinia conspicua,100,5033735,,OTT,5033735,Odinia,195843,414302,conspicua,5033735,,Odinia conspicua,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,Schizophora,Opomyzoidea,Odiniidae,,,,,,,
Chordonota_sp_CB0436_Stratiomyidae_S,Chordonota,Chordonota,OTT,genus,Chordonota,100,116478,343546,OTT,116478,Chordonota,116478,,,,,Chordonota,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,Stratiomyidae,Clitellariinae,,,,,,
Leucoptilum_sp_CB0326_Stratiomyidae_S,Leucoptilum,Leucoptilum,OTT,genus,Leucoptilum,100,690770,343557,OTT,690770,Leucoptilum,690770,,,,,Leucoptilum,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,Stratiomyidae,Clitellariinae,,,,,,
Ditylometopa_elegans_Stratiomyidae_S,Ditylometopa elegans,Ditylometopa elegans,OTT,species,Ditylometopa elegans,100,439997,343688,OTT,439997,Ditylometopa,690773,343552,elegans,439997,343688,Ditylometopa elegans,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,Stratiomyidae,Clitellariinae,,,,,,
Euryneura_propinqua_Stratiomyidae_S,Euryneura propinqua,Euryneura propinqua,OTT,species,Euryneura propinqua,100,965698,343690,OTT,965698,Euryneura,690767,343554,propinqua,965698,343690,Euryneura propinqua,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,Stratiomyidae,Clitellariinae,,,,,,
Diaphorostylus_nasica_Stratiomyidae_S,Diaphorostylus nasica,Diaphorostylus nasica,OTT,species,Diaphorostylus nasica,100,439990,343685,OTT,439990,Diaphorostylus,116471,343549,nasica,439990,343685,Diaphorostylus nasica,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,Stratiomyidae,Clitellariinae,,,,,,
Cf__Euryneura_sp_CB0427_Stratiomyidae_S,Euryneura,Euryneura,OTT,genus,Euryneura,100,690767,343554,OTT,690767,Euryneura,690767,,,,,Euryneura,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,Stratiomyidae,Clitellariinae,,,,,,
Dieuryneura_stigma_Stratiomyidae_S,Dieuryneura stigma,Dieuryneura stigma,OTT,species,Dieuryneura stigma,100,439992,343687,OTT,439992,Dieuryneura,690772,343551,stigma,439992,343687,Dieuryneura stigma,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,Stratiomyidae,Clitellariinae,,,,,,
Dysbiota_parvula_Stratiomyidae_S,Dysbiota parvula,Dysbiota parvula,OTT,species,Dysbiota parvula,100,439998,343689,OTT,439998,Dysbiota,690774,343553,parvula,439998,343689,Dysbiota parvula,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,Stratiomyidae,Clitellariinae,,,,,,
Lagenosoma_sp_CB0403_Stratiomyidae_S,Lagenosoma,Lagenosoma,OTT,genus,Lagenosoma,100,690769,343556,OTT,690769,Lagenosoma,690769,,,,,Lagenosoma,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,Stratiomyidae,Clitellariinae,,,,,,
Auloceromyia_sp_CB0435_Stratiomyidae_S,Auloceromyia,Auloceromyia,OTT,genus,Auloceromyia,100,116479,343545,OTT,116479,Auloceromyia,116479,,,,,Auloceromyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,Stratiomyidae,Clitellariinae,,,,,,
Ampsalis_terminalis_CB0401_Stratiomyidae_S,Ampsalis terminalis,Ampsalis terminalis,OTT,species,Ampsalis terminalis,100,389480,343667,OTT,389480,Ampsalis,116480,343544,terminalis,389480,343667,Ampsalis terminalis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,Stratiomyidae,Clitellariinae,,,,,,
Adoxomyia_bistriata_Stratiomyidae_S,Adoxomyia bistriata,Adoxomyia bistriata,OTT,species,Adoxomyia bistriata,100,371557,931493,OTT,371557,Adoxomyia,116474,343542,bistriata,371557,931493,Adoxomyia bistriata,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,Stratiomyidae,Clitellariinae,,,,,,
Nigritomyia_consobrina_Stratiomyidae_S,Nigritomyia consobrina,Nigritomyia consobrina,OTT,species,Nigritomyia consobrina,100,13470,343704,OTT,13470,Nigritomyia,690764,343558,consobrina,13470,343704,Nigritomyia consobrina,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,Stratiomyidae,Clitellariinae,,,,,,
Nigritomyia_loewii_Stratiomyidae_S,Nigritomyia loewii,Nigritomyia loewii,OTT,species,Nigritomyia loewii,100,13469,343705,OTT,13469,Nigritomyia,690764,343558,loewii,13469,343705,Nigritomyia loewii,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,Stratiomyidae,Clitellariinae,,,,,,
Adoxomyia_regularis_CB0428_Stratiomyidae_S,Adoxomyia regularis,Adoxomyia regularis,OTT,species,Adoxomyia regularis,100,389484,343663,OTT,389484,Adoxomyia,116474,343542,regularis,389484,343663,Adoxomyia regularis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,Stratiomyidae,Clitellariinae,,,,,,
Clitellaria_ephippium_Stratiomyidae_S,Clitellaria ephippium,Clitellaria ephippium,OTT,species,Clitellaria ephippium,100,915090,343676,OTT,915090,Clitellaria,116477,343547,ephippium,915090,343676,Clitellaria ephippium,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,Stratiomyidae,Clitellariinae,,,,,,
Adoxomyia_rustica_CB0316_Stratiomyidae_S,Adoxomyia rustica,Adoxomyia rustica,OTT,species,Adoxomyia rustica,100,389481,343664,OTT,389481,Adoxomyia,116474,343542,rustica,389481,343664,Adoxomyia rustica,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,Stratiomyidae,Clitellariinae,,,,,,
Adoxomyia_sp_CB0419_Stratiomyidae_S,Adoxomyia,Adoxomyia,OTT,genus,Adoxomyia,100,116474,343542,OTT,116474,Adoxomyia,116474,,,,,Adoxomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,Stratiomyidae,Clitellariinae,,,,,,
Hedriodiscus_binotatus_Stratiomyidae_S,Hedriodiscus binotatus,Hedriodiscus binotatus,OTT,species,Hedriodiscus binotatus,100,586201,343718,OTT,586201,Hedriodiscus,864926,343651,binotatus,586201,343718,Hedriodiscus binotatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,Stratiomyidae,Stratiomyinae,Stratiomyini,,,,,
Stratiomyidae_S_sp_ESB_2006_Stratiomyidae_S,Stratiomyidae,Stratiomyidae,OTT,family,Stratiomyidae,100,816777,34687,OTT,816777,,,,,,,Stratiomyidae,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,,,,,,,,
