Unnamed: 0,name,updated_fullname,taxonomy_source,rank_matched,matched,score,ott_id,ncbi_id,name_source,matched_id_in_source,updated_genus,updated_genus_ott_id,ott_accepted_name,ott_version,higher_source,domain,kingdom,phylum,subphylum,class,subclass,infraclass,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,seqname,section,cohort
100,Cetema,Cetema,OTT,genus,Cetema,100,4414234,540891,OTT,4414234,Cetema,4414234.0,Cetema,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Chloropinae,,,Cetema_540891,Schizophora,Holometabola
101,Symmerus,Symmerus,OTT,genus,Symmerus,100,885123,560780,OTT,885123,Symmerus,885123.0,Symmerus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Ditomyiinae,,,Symmerus_560780,,Holometabola
102,Mochlonyx,Mochlonyx,OTT,genus,Mochlonyx,100,4479470,1577622,OTT,4479470,Mochlonyx,4479470.0,Mochlonyx,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Culicoidea,Chaoboridae,Chaoborinae,,,Mochlonyx_1577622,,Holometabola
103,Trichocera,Trichocera,OTT,genus,Trichocera,100,373195,52759,OTT,373195,Trichocera,373195.0,Trichocera,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Psychodomorpha,Trichoceroidea,Trichoceridae,,,,Trichocera_52759,,Holometabola
104,Melophagus,Melophagus,OTT,genus,Melophagus,100,289881,452748,OTT,289881,Melophagus,289881.0,Melophagus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Hippoboscoidea,Hippoboscidae,Lipopteninae,,,Melophagus_452748,Schizophora,Holometabola
105,Eukiefferiella,Eukiefferiella,OTT,genus,Eukiefferiella,100,5320,288843,OTT,5320,Eukiefferiella,5320.0,Eukiefferiella,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,,,Eukiefferiella_288843,,Holometabola
106,Parochlus,Parochlus,OTT,genus,Parochlus,100,783655,315560,OTT,783655,Parochlus,783655.0,Parochlus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Podonominae,,,Parochlus_315560,,Holometabola
107,Stenomicra,Stenomicra,OTT,genus,Stenomicra,100,940833,716630,OTT,940833,Stenomicra,940833.0,Stenomicra,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Aulacigastridae,,,,Stenomicra_716630,Schizophora,Holometabola
108,Pseudosmittia,Pseudosmittia,OTT,genus,Pseudosmittia,100,612599,611382,OTT,612599,Pseudosmittia,612599.0,Pseudosmittia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,,,Pseudosmittia_611382,,Holometabola
109,Desmometopa,Desmometopa,OTT,genus,Desmometopa,100,1074090,305587,OTT,1074090,Desmometopa,1074090.0,Desmometopa,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Carnoidea,Milichiidae,,,,Desmometopa_305587,Schizophora,Holometabola
110,Callicera,Callicera,OTT,genus,Callicera,100,918825,228567,OTT,918825,Callicera,918825.0,Callicera,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Eristalinae,Callicerini,,Callicera_228567,Aschiza,Holometabola
111,Atherigona,Atherigona,OTT,genus,Atherigona,100,755025,305597,OTT,755025,Atherigona,755025.0,Atherigona,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Atherigoninae,,,Atherigona_305597,Schizophora,Holometabola
112,Mimegralla,Mimegralla,OTT,genus,Mimegralla,100,973637,115300,OTT,973637,Mimegralla,973637.0,Mimegralla,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Nerioidea,Micropezidae,Taeniapterinae,,,Mimegralla_115300,Schizophora,Holometabola
113,Sciara,Sciara,OTT,genus,Sciara,100,90832,82677,OTT,90832,Sciara,90832.0,Sciara,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,,,,Sciara_82677,,Holometabola
114,Callomyia,Callomyia,OTT,genus,Callomyia,100,487006,712098,OTT,487006,Callomyia,487006.0,Callomyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Platypezoidea,Platypezidae,Callomyiinae,,,Callomyia_712098,Aschiza,Holometabola
115,Sciophila,Sciophila,OTT,genus,Sciophila,100,482088,1085959,OTT,482088,Sciophila,482088.0,Sciophila,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Sciophilinae,,,Sciophila_1085959,,Holometabola
116,Hypocera,Hypocera,OTT,genus,Hypocera,100,669155,940227,OTT,669155,Hypocera,669155.0,Hypocera,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Platypezoidea,Phoridae,Hypocerinae,,,Hypocera_940227,Aschiza,Holometabola
117,Metachela,Metachela,OTT,genus,Metachela,100,573894,369884,OTT,573894,Metachela,573894.0,Metachela,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Empidoidea,Empididae,Hemerodromiinae,,,Metachela_369884,,Holometabola
118,Helosciomyzidae,Helosciomyzidae,OTT,family,Helosciomyzidae,100,130146,169446,OTT,130146,,,Helosciomyzidae,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,,,,,Helosciomyzidae,Schizophora,Holometabola
119,Pachygaster,Pachygaster,OTT,genus,Pachygaster,100,588075,124321,OTT,588075,Pachygaster,588075.0,Pachygaster,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Pachygasterinae,,,Pachygaster_124321,,Holometabola
120,Laphria,Laphria,OTT,genus,Laphria,100,217442,50683,OTT,217442,Laphria,217442.0,Laphria,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Asiloidea,Asilidae,Laphriinae,,,Laphria_50683,,Holometabola
121,Prosena,Prosena,OTT,genus,Prosena,100,4381548,1918293,OTT,4381548,Prosena,4381548.0,Prosena,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Dexiinae,Dexiini,,Prosena_1918293,Schizophora,Holometabola
122,Musca,Musca,OTT,genus,Musca,100,484748,7369,OTT,484748,Musca,484748.0,Musca,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Muscinae,Muscini,,Musca_7369,Schizophora,Holometabola
123,Ctenostylidae,Ctenostylidae,OTT,family,Ctenostylidae,100,814229,1262363,OTT,814229,,,Ctenostylidae,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,,,,,Ctenostylidae,Schizophora,Holometabola
124,Lasioptera,Lasioptera,OTT,genus,Lasioptera,100,234144,201413,OTT,234144,Lasioptera,234144.0,Lasioptera,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,Cecidomyiinae,Lasiopterini,,Lasioptera_201413,,Holometabola
125,Vermileo,Vermileo,OTT,genus,Vermileo,100,15488,124333,OTT,15488,Vermileo,15488.0,Vermileo,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Tabanomorpha,,Vermileonidae,,,,Vermileo_124333,,Holometabola
126,Celyphus,Celyphus,OTT,genus,Celyphus,100,4415794,1979294,OTT,4415794,Celyphus,4415794.0,Celyphus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Lauxanioidea,Celyphidae,,,,Celyphus_1979294,Schizophora,Holometabola
127,Sobarocephala,Sobarocephala,OTT,genus,Sobarocephala,100,923499,574054,OTT,923499,Sobarocephala,923499.0,Sobarocephala,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Clusiidae,,,,Sobarocephala_574054,Schizophora,Holometabola
128,Gaurax,Gaurax,OTT,genus,Gaurax,100,4414442,540862,OTT,4414442,Gaurax,4414442.0,Gaurax,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,,,Gaurax_540862,Schizophora,Holometabola
129,Terellia,Terellia,OTT,genus,Terellia,100,700738,28615,OTT,700738,Terellia,700738.0,Terellia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Tephritidae,Tephritinae,Terelliini,,Terellia_28615,Schizophora,Holometabola
130,Xylophagus,Xylophagus,OTT,genus,Xylophagus,100,745824,219493,OTT,745824,Xylophagus,745824.0,Xylophagus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Xylophagomorpha,,Xylophagaidae,Xylophaginae,,,Xylophagus_219493,,Holometabola
131,Glaurocara,Glaurocara,OTT,genus,Glaurocara,100,4387474,2027854,OTT,4387474,Glaurocara,4387474.0,Glaurocara,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Glaurocarini,,Glaurocara_2027854,Schizophora,Holometabola
132,Compsobata,Compsobata,OTT,genus,Compsobata,100,281223,286452,OTT,281223,Compsobata,281223.0,Compsobata,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Nerioidea,Micropezidae,Calobatinae,,,Compsobata_286452,Schizophora,Holometabola
133,Lipara,Lipara,OTT,genus,Lipara,100,4413820,540870,OTT,4413820,Lipara,4413820.0,Lipara,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,,,Lipara_540870,Schizophora,Holometabola
134,Tvetenia,Tvetenia,OTT,genus,Tvetenia,100,91596,611398,OTT,91596,Tvetenia,91596.0,Tvetenia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,,,Tvetenia_611398,,Holometabola
135,Kesselimyia,Kesselimyia,OTT,genus,Kesselimyia,100,4350545,1445844,OTT,4350545,Kesselimyia,4350545.0,Kesselimyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Platypezoidea,Platypezidae,Platypezinae,,,Kesselimyia_1445844,Aschiza,Holometabola
137,Rhinoestrus,Rhinoestrus,OTT,genus,Rhinoestrus,100,188205,204922,OTT,188205,Rhinoestrus,188205.0,Rhinoestrus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Oestridae,Oestrinae,,,Rhinoestrus_204922,Schizophora,Holometabola
138,Fucellia,Fucellia,OTT,genus,Fucellia,100,106489,205683,OTT,106489,Fucellia,106489.0,Fucellia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,,,Fucellia_205683,Schizophora,Holometabola
140,Epicypta,Epicypta,OTT,genus,Epicypta,100,1033943,397117,OTT,1033943,Epicypta,1033943.0,Epicypta,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Mycetophilinae,Mycetophilini,,Epicypta_397117,,Holometabola
141,Drino,Drino,OTT,genus,Drino,100,1039328,179459,OTT,1039328,Drino,1039328.0,Drino,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Exoristinae,Eryciini,,Drino_179459,Schizophora,Holometabola
142,Oplodontha,Oplodontha,OTT,genus,Oplodontha,100,241919,446504,OTT,241919,Oplodontha,241919.0,Oplodontha,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Stratiomyinae,Stratiomyini,,Oplodontha_446504,,Holometabola
143,Paracantha,Paracantha,OTT,genus,Paracantha,100,786485,164885,OTT,786485,Paracantha,786485.0,Paracantha,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Tephritidae,Tephritinae,Eutretini,,Paracantha_164885,Schizophora,Holometabola
144,Phytobia,Phytobia,OTT,genus,Phytobia,100,195830,414304,OTT,195830,Phytobia,195830.0,Phytobia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Phytomyzinae,,,Phytobia_414304,Schizophora,Holometabola
145,Milichiella,Milichiella,OTT,genus,Milichiella,100,4411036,1890919,OTT,4411036,Milichiella,4411036.0,Milichiella,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Carnoidea,Milichiidae,,,,Milichiella_1890919,Schizophora,Holometabola
146,Tephritis,Tephritis,OTT,genus,Tephritis,100,660192,43386,OTT,660192,Tephritis,660192.0,Tephritis,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Tephritidae,Tephritinae,Tephritini,,Tephritis_43386,Schizophora,Holometabola
147,Dicranota,Dicranota,OTT,genus,Dicranota,100,802093,700836,OTT,802093,Dicranota,802093.0,Dicranota,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Pediciidae,Pediciinae,,,Dicranota_700836,,Holometabola
148,Tanyptera,Tanyptera,OTT,genus,Tanyptera,100,275279,2108371,OTT,275279,Tanyptera,275279.0,Tanyptera,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Tipulidae,Ctenophorinae,,,Tanyptera_2108371,,Holometabola
149,Clogmia,Clogmia,OTT,genus,Clogmia,100,784658,85119,OTT,784658,Clogmia,784658.0,Clogmia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Psychodomorpha,Psychodoidea,Psychodidae,Psychodinae,,,Clogmia_85119,,Holometabola
150,Tanypeza,Tanypeza,OTT,genus,Tanypeza,100,4425637,1692486,OTT,4425637,Tanypeza,4425637.0,Tanypeza,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Diopsoidea,Tanypezidae,,,,Tanypeza_1692486,Schizophora,Holometabola
151,Lutzomyia,Lutzomyia,OTT,genus,Lutzomyia,100,369394,7199,OTT,369394,Lutzomyia,369394.0,Lutzomyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Psychodomorpha,Psychodoidea,Psychodidae,Phlebotominae,,,Lutzomyia_7199,,Holometabola
152,Phryxe,Phryxe,OTT,genus,Phryxe,100,251144,569079,OTT,251144,Phryxe,251144.0,Phryxe,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Exoristinae,Eryciini,,Phryxe_569079,Schizophora,Holometabola
153,Homoneura,Homoneura,OTT,genus,Homoneura,100,4417150,1692452,OTT,4417150,Homoneura,4417150.0,Homoneura,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Lauxanioidea,Lauxaniidae,,,,Homoneura_1692452,Schizophora,Holometabola
154,Agathomyia,Agathomyia,OTT,genus,Agathomyia,100,1011662,226141,OTT,1011662,Agathomyia,1011662.0,Agathomyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Platypezoidea,Platypezidae,Callomyiinae,,,Agathomyia_226141,Aschiza,Holometabola
155,Peromyia,Peromyia,OTT,genus,Peromyia,100,4483961,1914937,OTT,4483961,Peromyia,4483961.0,Peromyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,Lestremiinae,,,Peromyia_1914937,,Holometabola
156,Acemya,Acemya,OTT,genus,Acemya,100,4380813,1677647,OTT,4380813,Acemya,4380813.0,Acemya,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Exoristinae,Acemyini,,Acemya_1677647,Schizophora,Holometabola
157,Polyporivora,Polyporivora,OTT,genus,Polyporivora,100,4350474,1445854,OTT,4350474,Polyporivora,4350474.0,Polyporivora,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Platypezoidea,Platypezidae,Platypezinae,,,Polyporivora_1445854,Aschiza,Holometabola
158,Elgiva,Elgiva,OTT,genus,Elgiva,100,111368,320938,OTT,111368,Elgiva,111368.0,Elgiva,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Sciomyzidae,,,,Elgiva_320938,Schizophora,Holometabola
159,Dictenidia,Dictenidia,OTT,genus,Dictenidia,100,4511923,2108369,OTT,4511923,Dictenidia,4511923.0,Dictenidia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Tipulidae,Ctenophorinae,,,Dictenidia_2108369,,Holometabola
160,Winnertzia,Winnertzia,OTT,genus,Winnertzia,100,4488407,2338641,OTT,4488407,Winnertzia,4488407.0,Winnertzia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,Winnertziinae,,,Winnertzia_2338641,,Holometabola
161,Sepedon,Sepedon,OTT,genus,Sepedon,100,162441,320954,OTT,162441,Sepedon,162441.0,Sepedon,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Sciomyzidae,,,,Sepedon_320954,Schizophora,Holometabola
162,Anopheles,Anopheles,OTT,genus,Anopheles,100,793190,7164,OTT,793190,Anopheles,793190.0,Anopheles,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Culicoidea,Culicidae,Anophelinae,,,Anopheles_7164,,Holometabola
163,Eriozona,Eriozona,OTT,genus,Eriozona,100,289909,414724,OTT,289909,Eriozona,289909.0,Eriozona,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Syrphini,,Eriozona_414724,Aschiza,Holometabola
164,Pollenia,Pollenia,OTT,genus,Pollenia,100,898041,229639,OTT,898041,Pollenia,898041.0,Pollenia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Polleniinae,,,Pollenia_229639,Schizophora,Holometabola
165,Glutops,Glutops,OTT,genus,Glutops,100,1039054,124309,OTT,1039054,Glutops,1039054.0,Glutops,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Tabanomorpha,Tabanoidea,Pelecorhynchidae,,,,Glutops_124309,,Holometabola
166,Ptychoptera,Ptychoptera,OTT,genus,Ptychoptera,100,1096888,209691,OTT,1096888,Ptychoptera,1096888.0,Ptychoptera,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Ptychopteromorpha,,Ptychopteridae,Ptychopterinae,,,Ptychoptera_209691,,Holometabola
167,Rivellia,Rivellia,OTT,genus,Rivellia,100,430301,28633,OTT,430301,Rivellia,430301.0,Rivellia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Platystomatidae,Platystomatinae,,,Rivellia_28633,Schizophora,Holometabola
168,Cephenemyia,Cephenemyia,OTT,genus,Cephenemyia,100,825503,170894,OTT,825503,Cephenemyia,825503.0,Cephenemyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Oestridae,Cephenemyiinae,,,Cephenemyia_170894,Schizophora,Holometabola
169,Palloptera,Palloptera,OTT,genus,Palloptera,100,179843,286498,OTT,179843,Palloptera,179843.0,Palloptera,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Pallopteridae,,,,Palloptera_286498,Schizophora,Holometabola
170,Oestrus,Oestrus,OTT,genus,Oestrus,100,582017,123736,OTT,582017,Oestrus,582017.0,Oestrus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Oestridae,Oestrinae,,,Oestrus_123736,Schizophora,Holometabola
171,Diadocidia,Diadocidia,OTT,genus,Diadocidia,100,40344,560721,OTT,40344,Diadocidia,40344.0,Diadocidia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Diadocidiidae,,,,Diadocidia_560721,,Holometabola
172,Rhamphomyia,Rhamphomyia,OTT,genus,Rhamphomyia,100,224221,192612,OTT,224221,Rhamphomyia,224221.0,Rhamphomyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Empidoidea,Empididae,Empidinae,,,Rhamphomyia_192612,,Holometabola
173,Huascaromusca,Huascaromusca,OTT,genus,Huascaromusca,100,4390048,1609532,OTT,4390048,Huascaromusca,4390048.0,Huascaromusca,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Mesembrinellinae,,,Huascaromusca_1609532,Schizophora,Holometabola
175,Paregle,Paregle,OTT,genus,Paregle,100,264528,559693,OTT,264528,Paregle,264528.0,Paregle,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,,,Paregle_559693,Schizophora,Holometabola
176,Calobata,Calobata,OTT,genus,Calobata,100,4410400,1820059,OTT,4410400,Calobata,4410400.0,Calobata,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Nerioidea,Micropezidae,Calobatinae,,,Calobata_1820059,Schizophora,Holometabola
177,Tricimba,Tricimba,OTT,genus,Tricimba,100,4412459,540889,OTT,4412459,Tricimba,4412459.0,Tricimba,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,,,Tricimba_540889,Schizophora,Holometabola
