Unnamed: 0,name,updated_fullname,taxonomy_source,rank_matched,matched,score,ott_id,ncbi_id,name_source,matched_id_in_source,updated_genus,updated_genus_ott_id,ott_accepted_name,ott_version,higher_source,domain,kingdom,phylum,subphylum,class,subclass,infraclass,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,seqname,section,cohort
260,Smittia,Smittia,OTT,genus,Smittia,100,158192,315559,OTT,158192,Smittia,158192.0,Smittia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,,,Smittia_315559,,Holometabola
261,Japanagromyza,Japanagromyza,OTT,genus,Japanagromyza,100,1074345,414298,OTT,1074345,Japanagromyza,1074345.0,Japanagromyza,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Agromyzinae,,,Japanagromyza_414298,Schizophora,Holometabola
263,Chiastocheta,Chiastocheta,OTT,genus,Chiastocheta,100,15700,129251,OTT,15700,Chiastocheta,15700.0,Chiastocheta,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,,,Chiastocheta_129251,Schizophora,Holometabola
264,Lucilia,Lucilia,OTT,genus,Lucilia,100,1011017,7374,OTT,1011017,Lucilia,1011017.0,Lucilia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Luciliinae,,,Lucilia_7374,Schizophora,Holometabola
265,Eumesembrinella,Eumesembrinella,OTT,genus,Eumesembrinella,100,288971,672472,OTT,288971,Eumesembrinella,288971.0,Eumesembrinella,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Mesembrinellinae,,,Eumesembrinella_672472,Schizophora,Holometabola
266,Clusia,Clusia,OTT,genus,Clusia,100,923500,574057,OTT,923500,Clusia,923500.0,Clusia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Clusiidae,,,,Clusia_574057,Schizophora,Holometabola
268,Stratiomys,Stratiomys,OTT,genus,Stratiomys,100,494189,219520,OTT,494189,Stratiomys,494189.0,Stratiomys,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Stratiomyinae,Stratiomyini,,Stratiomys_219520,,Holometabola
269,Dinera,Dinera,OTT,genus,Dinera,100,1007223,569035,OTT,1007223,Dinera,1007223.0,Dinera,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Dexiinae,Dexiini,,Dinera_569035,Schizophora,Holometabola
270,Phlebotomus,Phlebotomus,OTT,genus,Phlebotomus,100,744763,13203,OTT,744763,Phlebotomus,744763.0,Phlebotomus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Psychodomorpha,Psychodoidea,Psychodidae,Phlebotominae,,,Phlebotomus_13203,,Holometabola
271,Melangyna,Melangyna,OTT,genus,Melangyna,100,541060,414825,OTT,541060,Melangyna,541060.0,Melangyna,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Syrphini,,Melangyna_414825,Aschiza,Holometabola
272,Megaselia,Megaselia,OTT,genus,Megaselia,100,436666,36165,OTT,436666,Megaselia,436666.0,Megaselia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Platypezoidea,Phoridae,Metopininae,Megaseliini,,Megaselia_36165,Aschiza,Holometabola
273,Anthomyiopsis,Anthomyiopsis,OTT,genus,Anthomyiopsis,100,4386731,1918198,OTT,4386731,Anthomyiopsis,4386731.0,Anthomyiopsis,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Dexiinae,Macquartiini,,Anthomyiopsis_1918198,Schizophora,Holometabola
274,Neaera,Neaera,OTT,genus,Neaera,100,315309,695903,OTT,315309,Neaera,315309.0,Neaera,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Neaerini,,Neaera_695903,Schizophora,Holometabola
275,Coelopa,Coelopa,OTT,genus,Coelopa,100,181156,169466,OTT,181156,Coelopa,181156.0,Coelopa,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Coelopidae,Coelopinae,Coelopini,,Coelopa_169466,Schizophora,Holometabola
276,Platystoma,Platystoma,OTT,genus,Platystoma,100,977784,286504,OTT,977784,Platystoma,977784.0,Platystoma,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Platystomatidae,Platystomatinae,,,Platystoma_286504,Schizophora,Holometabola
277,Zodion,Zodion,OTT,genus,Zodion,100,252012,768804,OTT,252012,Zodion,252012.0,Zodion,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Conopoidea,Conopidae,Myopinae,,,Zodion_768804,Schizophora,Holometabola
278,Piophila,Piophila,OTT,genus,Piophila,100,713613,53709,OTT,713613,Piophila,713613.0,Piophila,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Piophilidae,Piophilinae,,,Piophila_53709,Schizophora,Holometabola
279,Blera,Blera,OTT,genus,Blera,100,1011661,226146,OTT,1011661,Blera,1011661.0,Blera,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Eristalinae,Xylotini,,Blera_226146,Aschiza,Holometabola
280,Euryomma,Euryomma,OTT,genus,Euryomma,100,4369311,1650677,OTT,4369311,Euryomma,4369311.0,Euryomma,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Fanniidae,,,,Euryomma_1650677,Schizophora,Holometabola
281,Nostima,Nostima,OTT,genus,Nostima,100,4423925,1473719,OTT,4423925,Nostima,4423925.0,Nostima,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Parydrinae,,,Nostima_1473719,Schizophora,Holometabola
282,Phalacrocera,Phalacrocera,OTT,genus,Phalacrocera,100,4497456,2203737,OTT,4497456,Phalacrocera,4497456.0,Phalacrocera,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Cylindrotomidae,Cylindrotominae,,,Phalacrocera_2203737,,Holometabola
283,Phorbia,Phorbia,OTT,genus,Phorbia,100,4361619,1993534,OTT,4361619,Phorbia,4361619.0,Phorbia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,,,Phorbia_1993534,Schizophora,Holometabola
284,Pnyxia,Pnyxia,OTT,genus,Pnyxia,100,4491915,1781626,OTT,4491915,Pnyxia,4491915.0,Pnyxia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,,,,Pnyxia_1781626,,Holometabola
285,Parasetigena,Parasetigena,OTT,genus,Parasetigena,100,1062506,380521,OTT,1062506,Parasetigena,1062506.0,Parasetigena,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Exoristinae,Exoristini,,Parasetigena_380521,Schizophora,Holometabola
286,Hypoderma,Hypoderma,OTT,genus,Hypoderma,100,334370,7388,OTT,334370,Hypoderma,334370.0,Hypoderma,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Oestridae,Hypodermatinae,,,Hypoderma_7388,Schizophora,Holometabola
287,Ditomyia,Ditomyia,OTT,genus,Ditomyia,100,4525128,1520322,OTT,4525128,Ditomyia,4525128.0,Ditomyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Ditomyiidae,,,,Ditomyia_1520322,,Holometabola
288,Oxyna,Oxyna,OTT,genus,Oxyna,100,21093,381365,OTT,21093,Oxyna,21093.0,Oxyna,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Tephritidae,Tephritinae,Tephritini,,Oxyna_381365,Schizophora,Holometabola
289,Acletoxenus,Acletoxenus,OTT,genus,Acletoxenus,100,302184,462271,OTT,302184,Acletoxenus,302184.0,Acletoxenus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Steganinae,Gitonini,Acletoxenina,Acletoxenus_462271,Schizophora,Holometabola
291,Neossos,Neossos,OTT,genus,Neossos,100,4400887,2268121,OTT,4400887,Neossos,4400887.0,Neossos,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sphaeroceroidea,Heleomyzidae,Heleomyzinae,,,Neossos_2268121,Schizophora,Holometabola
293,Epistrophe,Epistrophe,OTT,genus,Epistrophe,100,1067349,414810,OTT,1067349,Epistrophe,1067349.0,Epistrophe,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Syrphini,,Epistrophe_414810,Aschiza,Holometabola
294,Zygothrica,Zygothrica,OTT,genus,Zygothrica,100,320413,504731,OTT,320413,Zygothrica,320413.0,Zygothrica,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophilinae,Drosophilini,,Zygothrica_504731,Schizophora,Holometabola
295,Stegana,Stegana,OTT,genus,Stegana,100,451827,188292,OTT,451827,Stegana,451827.0,Stegana,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Steganinae,Steganini,Steganina,Stegana_188292,Schizophora,Holometabola
297,Euxesta,Euxesta,OTT,genus,Euxesta,100,804871,286468,OTT,804871,Euxesta,804871.0,Euxesta,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Ulidiidae,Ulidiinae,,,Euxesta_286468,Schizophora,Holometabola
298,Simulium,Simulium,OTT,genus,Simulium,100,20678,7191,OTT,20678,Simulium,20678.0,Simulium,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Simuliidae,Simuliinae,Simuliini,,Simulium_7191,,Holometabola
299,Lamprolonchaea,Lamprolonchaea,OTT,genus,Lamprolonchaea,100,24839,907706,OTT,24839,Lamprolonchaea,24839.0,Lamprolonchaea,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Lonchaeidae,,,,Lamprolonchaea_907706,Schizophora,Holometabola
300,Hydromyza,Hydromyza,OTT,genus,Hydromyza,100,504442,113174,OTT,504442,Hydromyza,504442.0,Hydromyza,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Scathophagidae,Scathophaginae,,,Hydromyza_113174,Schizophora,Holometabola
301,Scatopse,Scatopse,OTT,genus,Scatopse,100,4458439,1520324,OTT,4458439,Scatopse,4458439.0,Scatopse,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Psychodomorpha,Scatopsoidea,Scatopsidae,,,,Scatopse_1520324,,Holometabola
302,Monodiamesa,Monodiamesa,OTT,genus,Monodiamesa,100,704854,891905,OTT,704854,Monodiamesa,704854.0,Monodiamesa,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Prodiamesinae,,,Monodiamesa_891905,,Holometabola
303,Paragus,Paragus,OTT,genus,Paragus,100,973598,115308,OTT,973598,Paragus,973598.0,Paragus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Paragini,,Paragus_115308,Aschiza,Holometabola
304,Ilione,Ilione,OTT,genus,Ilione,100,757165,1096072,OTT,757165,Ilione,757165.0,Ilione,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Sciomyzidae,,,,Ilione_1096072,Schizophora,Holometabola
305,Zabrachia,Zabrachia,OTT,genus,Zabrachia,100,4447787,1891525,OTT,4447787,Zabrachia,4447787.0,Zabrachia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Pachygasterinae,,,Zabrachia_1891525,,Holometabola
306,Araucoderus,Araucoderus,OTT,genus,Araucoderus,100,4512934,1549737,OTT,4512934,Araucoderus,4512934.0,Araucoderus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Ptychopteromorpha,,Tanyderidae,,,,Araucoderus_1549737,,Holometabola
307,Loxocera,Loxocera,OTT,genus,Loxocera,100,816775,34684,OTT,816775,Loxocera,816775.0,Loxocera,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Diopsoidea,Psilidae,Psilinae,,,Loxocera_34684,Schizophora,Holometabola
308,Aedes,Aedes,OTT,genus,Aedes,100,269669,7158,OTT,269669,Aedes,269669.0,Aedes,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Culicoidea,Culicidae,Culicinae,Aedini,,Aedes_7158,,Holometabola
309,Culicoides,Culicoides,OTT,genus,Culicoides,100,722888,41820,OTT,722888,Culicoides,722888.0,Culicoides,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Ceratopogonidae,Ceratopogoninae,Culicoidini,,Culicoides_41820,,Holometabola
310,Chalarus,Chalarus,OTT,genus,Chalarus,100,739536,115250,OTT,739536,Chalarus,739536.0,Chalarus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Pipunculidae,Chalarinae,,,Chalarus_115250,Aschiza,Holometabola
311,Scenopinus,Scenopinus,OTT,genus,Scenopinus,100,942052,247599,OTT,942052,Scenopinus,942052.0,Scenopinus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Asiloidea,Scenopinidae,,,,Scenopinus_247599,,Holometabola
312,Dilophus,Dilophus,OTT,genus,Dilophus,100,423695,52733,OTT,423695,Dilophus,423695.0,Dilophus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Bibionoidea,Bibionidae,Bibioninae,,,Dilophus_52733,,Holometabola
313,Plecia,Plecia,OTT,genus,Plecia,100,108322,1260898,OTT,108322,Plecia,108322.0,Plecia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Bibionoidea,Bibionidae,Pleciinae,,,Plecia_1260898,,Holometabola
314,Hemilucilia,Hemilucilia,OTT,genus,Hemilucilia,100,367137,416848,OTT,367137,Hemilucilia,367137.0,Hemilucilia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Chrysomyinae,Chrysomyini,,Hemilucilia_416848,Schizophora,Holometabola
316,Nymphomyia,Nymphomyia,OTT,genus,Nymphomyia,100,1037378,560766,OTT,1037378,Nymphomyia,1037378.0,Nymphomyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Blephariceromorpha,Nymphomyioidea,Nymphomyiidae,,,,Nymphomyia_560766,,Holometabola
317,Pedicia,Pedicia,OTT,genus,Pedicia,100,477633,472374,OTT,477633,Pedicia,477633.0,Pedicia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Pediciidae,Pediciinae,,,Pedicia_472374,,Holometabola
318,Haematobosca,Haematobosca,OTT,genus,Haematobosca,100,788053,559680,OTT,788053,Haematobosca,788053.0,Haematobosca,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Muscinae,Stomoxyini,,Haematobosca_559680,Schizophora,Holometabola
319,Incertella,Incertella,OTT,genus,Incertella,100,284795,540867,OTT,284795,Incertella,284795.0,Incertella,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,,,Incertella_540867,Schizophora,Holometabola
320,Diplonevra,Diplonevra,OTT,genus,Diplonevra,100,860664,92534,OTT,860664,Diplonevra,860664.0,Diplonevra,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Platypezoidea,Phoridae,Phorinae,,,Diplonevra_92534,Aschiza,Holometabola
321,Aphanotrigonum,Aphanotrigonum,OTT,genus,Aphanotrigonum,100,4414645,540849,OTT,4414645,Aphanotrigonum,4414645.0,Aphanotrigonum,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,,,Aphanotrigonum_540849,Schizophora,Holometabola
322,Dactylolabis,Dactylolabis,OTT,genus,Dactylolabis,100,883191,560717,OTT,883191,Dactylolabis,883191.0,Dactylolabis,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Limoniidae,Dactylolabinae,,,Dactylolabis_560717,,Holometabola
323,Chaoborus,Chaoborus,OTT,genus,Chaoborus,100,800080,41812,OTT,800080,Chaoborus,800080.0,Chaoborus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Culicoidea,Chaoboridae,Chaoborinae,,,Chaoborus_41812,,Holometabola
324,Craticulina,Craticulina,OTT,genus,Craticulina,100,4372904,2021509,OTT,4372904,Craticulina,4372904.0,Craticulina,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,Miltogramminae,,,Craticulina_2021509,Schizophora,Holometabola
325,Paranthomyza,Paranthomyza,OTT,genus,Paranthomyza,100,932482,500298,OTT,932482,Paranthomyza,932482.0,Paranthomyza,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Anthomyzidae,,,,Paranthomyza_500298,Schizophora,Holometabola
326,Cryptochetum,Cryptochetum,OTT,genus,Cryptochetum,100,372190,1262333,OTT,372190,Cryptochetum,372190.0,Cryptochetum,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Carnoidea,Cryptochetidae,,,,Cryptochetum_1262333,Schizophora,Holometabola
327,Oreoleptis,Oreoleptis,OTT,genus,Oreoleptis,100,769462,1262318,OTT,769462,Oreoleptis,769462.0,Oreoleptis,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Tabanomorpha,Tabanoidea,Oreoleptidae,,,,Oreoleptis_1262318,,Holometabola
328,Psacadina,Psacadina,OTT,genus,Psacadina,100,467914,1096078,OTT,467914,Psacadina,467914.0,Psacadina,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Sciomyzidae,,,,Psacadina_1096078,Schizophora,Holometabola
329,Mintho,Mintho,OTT,genus,Mintho,100,4386609,1918277,OTT,4386609,Mintho,4386609.0,Mintho,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Minthoini,,Mintho_1918277,Schizophora,Holometabola
330,Lydella,Lydella,OTT,genus,Lydella,100,426221,283929,OTT,426221,Lydella,426221.0,Lydella,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Exoristinae,Eryciini,,Lydella_283929,Schizophora,Holometabola
331,Tetanocera,Tetanocera,OTT,genus,Tetanocera,100,162465,320959,OTT,162465,Tetanocera,162465.0,Tetanocera,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Sciomyzidae,,,,Tetanocera_320959,Schizophora,Holometabola
332,Ocyptamus,Ocyptamus,OTT,genus,Ocyptamus,100,911867,369855,OTT,911867,Ocyptamus,911867.0,Ocyptamus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Syrphini,,Ocyptamus_369855,Aschiza,Holometabola
334,Trupanea,Trupanea,OTT,genus,Trupanea,100,116714,30060,OTT,116714,Trupanea,116714.0,Trupanea,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Tephritidae,Tephritinae,Tephritini,,Trupanea_30060,Schizophora,Holometabola
335,Ornithophila,Ornithophila,OTT,genus,Ornithophila,100,4391139,1497392,OTT,4391139,Ornithophila,4391139.0,Ornithophila,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Hippoboscoidea,Hippoboscidae,Ornithomyinae,,,Ornithophila_1497392,Schizophora,Holometabola
336,Scholastes,Scholastes,OTT,genus,Scholastes,100,4407260,1902237,OTT,4407260,Scholastes,4407260.0,Scholastes,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Platystomatidae,Scholastinae,,,Scholastes_1902237,Schizophora,Holometabola
337,Chymomyza,Chymomyza,OTT,genus,Chymomyza,100,930769,7292,OTT,930769,Chymomyza,930769.0,Chymomyza,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophilinae,Colocasiomyini,,Chymomyza_7292,Schizophora,Holometabola
338,Heterocheila,Heterocheila,OTT,genus,Heterocheila,100,26530,169481,OTT,26530,Heterocheila,26530.0,Heterocheila,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Heterocheilidae,,,,Heterocheila_169481,Schizophora,Holometabola
339,Toxomerus,Toxomerus,OTT,genus,Toxomerus,100,577315,115327,OTT,577315,Toxomerus,577315.0,Toxomerus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Toxomerini,,Toxomerus_115327,Aschiza,Holometabola
340,Hedria,Hedria,OTT,genus,Hedria,100,20076,320941,OTT,20076,Hedria,20076.0,Hedria,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Sciomyzidae,,,,Hedria_320941,Schizophora,Holometabola
